#    L    TT             EE             BB             TE          
   395   0.171697E+04   0.209488E+02   0.410383E-01   0.848662E+01
   396   0.171098E+04   0.209463E+02   0.411632E-01   0.663178E+01
   397   0.170540E+04   0.209400E+02   0.412887E-01   0.478343E+01
   398   0.170022E+04   0.209299E+02   0.414150E-01   0.294229E+01
   399   0.169544E+04   0.209159E+02   0.415419E-01   0.110910E+01
   400   0.169106E+04   0.208982E+02   0.416696E-01  -0.715409E+00
   401   0.168708E+04   0.208766E+02   0.417980E-01  -0.253052E+01
   402   0.168350E+04   0.208512E+02   0.419271E-01  -0.433549E+01
   403   0.168031E+04   0.208221E+02   0.420570E-01  -0.612959E+01
   404   0.167751E+04   0.207891E+02   0.421877E-01  -0.791207E+01
   405   0.167509E+04   0.207524E+02   0.423192E-01  -0.968219E+01
   406   0.167304E+04   0.207120E+02   0.424514E-01  -0.114393E+02
   407   0.167138E+04   0.206679E+02   0.425845E-01  -0.131826E+02
   408   0.167009E+04   0.206200E+02   0.427185E-01  -0.149113E+02
   409   0.166915E+04   0.205685E+02   0.428532E-01  -0.166247E+02
   410   0.166859E+04   0.205133E+02   0.429889E-01  -0.183221E+02
   411   0.166837E+04   0.204545E+02   0.431254E-01  -0.200029E+02
   412   0.166850E+04   0.203921E+02   0.432628E-01  -0.216664E+02
   413   0.166899E+04   0.203261E+02   0.434011E-01  -0.233121E+02
   414   0.166982E+04   0.202565E+02   0.435403E-01  -0.249394E+02
   415   0.167098E+04   0.201836E+02   0.436804E-01  -0.265475E+02
   416   0.167248E+04   0.201071E+02   0.438215E-01  -0.281361E+02
   417   0.167430E+04   0.200272E+02   0.439635E-01  -0.297043E+02
   418   0.167646E+04   0.199440E+02   0.441065E-01  -0.312515E+02
   419   0.167892E+04   0.198574E+02   0.442504E-01  -0.327772E+02
   420   0.168171E+04   0.197674E+02   0.443954E-01  -0.342808E+02
   421   0.168481E+04   0.196742E+02   0.445413E-01  -0.357616E+02
   422   0.168821E+04   0.195777E+02   0.446881E-01  -0.372190E+02
   423   0.169192E+04   0.194779E+02   0.448360E-01  -0.386523E+02
   424   0.169592E+04   0.193749E+02   0.449849E-01  -0.400610E+02
   425   0.170020E+04   0.192687E+02   0.451348E-01  -0.414446E+02
   426   0.170478E+04   0.191595E+02   0.452857E-01  -0.428028E+02
   427   0.170961E+04   0.190473E+02   0.454377E-01  -0.441351E+02
   428   0.171473E+04   0.189322E+02   0.455906E-01  -0.454411E+02
   429   0.172010E+04   0.188143E+02   0.457446E-01  -0.467205E+02
   430   0.172572E+04   0.186936E+02   0.458997E-01  -0.479727E+02
   431   0.173159E+04   0.185702E+02   0.460557E-01  -0.491975E+02
   432   0.173769E+04   0.184443E+02   0.462128E-01  -0.503945E+02
   433   0.174404E+04   0.183157E+02   0.463709E-01  -0.515631E+02
   434   0.175061E+04   0.181847E+02   0.465301E-01  -0.527030E+02
   435   0.175742E+04   0.180512E+02   0.466902E-01  -0.538137E+02
   436   0.176444E+04   0.179153E+02   0.468515E-01  -0.548948E+02
   437   0.177168E+04   0.177771E+02   0.470137E-01  -0.559460E+02
   438   0.177913E+04   0.176366E+02   0.471769E-01  -0.569668E+02
   439   0.178679E+04   0.174939E+02   0.473412E-01  -0.579569E+02
   440   0.179464E+04   0.173490E+02   0.475065E-01  -0.589160E+02
   441   0.180268E+04   0.172021E+02   0.476728E-01  -0.598438E+02
   442   0.181090E+04   0.170532E+02   0.478400E-01  -0.607401E+02
   443   0.181928E+04   0.169025E+02   0.480083E-01  -0.616044E+02
   444   0.182783E+04   0.167499E+02   0.481776E-01  -0.624365E+02
   445   0.183652E+04   0.165955E+02   0.483478E-01  -0.632363E+02
   446   0.184536E+04   0.164396E+02   0.485190E-01  -0.640034E+02
   447   0.185434E+04   0.162821E+02   0.486911E-01  -0.647379E+02
   448   0.186346E+04   0.161231E+02   0.488641E-01  -0.654395E+02
   449   0.187272E+04   0.159628E+02   0.490381E-01  -0.661082E+02
   450   0.188210E+04   0.158011E+02   0.492131E-01  -0.667440E+02
   451   0.189160E+04   0.156382E+02   0.493889E-01  -0.673466E+02
   452   0.190123E+04   0.154742E+02   0.495656E-01  -0.679160E+02
   453   0.191096E+04   0.153092E+02   0.497431E-01  -0.684519E+02
   454   0.192079E+04   0.151432E+02   0.499216E-01  -0.689541E+02
   455   0.193071E+04   0.149764E+02   0.501008E-01  -0.694225E+02
   456   0.194071E+04   0.148087E+02   0.502809E-01  -0.698569E+02
   457   0.195079E+04   0.146403E+02   0.504618E-01  -0.702570E+02
   458   0.196093E+04   0.144714E+02   0.506435E-01  -0.706227E+02
   459   0.197111E+04   0.143019E+02   0.508260E-01  -0.709540E+02
   460   0.198135E+04   0.141319E+02   0.510093E-01  -0.712510E+02
   461   0.199163E+04   0.139616E+02   0.511933E-01  -0.715128E+02
   462   0.200196E+04   0.137911E+02   0.513780E-01  -0.717418E+02
   463   0.201231E+04   0.136205E+02   0.515634E-01  -0.719365E+02
   464   0.202272E+04   0.134499E+02   0.517495E-01  -0.720975E+02
   465   0.203314E+04   0.132794E+02   0.519362E-01  -0.722250E+02
   466   0.204359E+04   0.131090E+02   0.521236E-01  -0.723196E+02
   467   0.205406E+04   0.129390E+02   0.523117E-01  -0.723805E+02
   468   0.206454E+04   0.127694E+02   0.525003E-01  -0.724086E+02
   469   0.207502E+04   0.126003E+02   0.526895E-01  -0.724039E+02
   470   0.208550E+04   0.124316E+02   0.528793E-01  -0.723662E+02
   471   0.209595E+04   0.122637E+02   0.530697E-01  -0.722950E+02
   472   0.210637E+04   0.120966E+02   0.532605E-01  -0.721915E+02
   473   0.211676E+04   0.119303E+02   0.534519E-01  -0.720545E+02
   474   0.212711E+04   0.117648E+02   0.536438E-01  -0.718860E+02
   475   0.213742E+04   0.116005E+02   0.538361E-01  -0.716846E+02
   476   0.214768E+04   0.114373E+02   0.540288E-01  -0.714511E+02
   477   0.215789E+04   0.112753E+02   0.542220E-01  -0.711861E+02
   478   0.216804E+04   0.111146E+02   0.544155E-01  -0.708896E+02
   479   0.217815E+04   0.109554E+02   0.546095E-01  -0.705628E+02
   480   0.218818E+04   0.107978E+02   0.548038E-01  -0.702049E+02
   481   0.219815E+04   0.106417E+02   0.549984E-01  -0.698168E+02
   482   0.220804E+04   0.104874E+02   0.551933E-01  -0.693987E+02
   483   0.221785E+04   0.103349E+02   0.553885E-01  -0.689509E+02
   484   0.222757E+04   0.101843E+02   0.555839E-01  -0.684739E+02
   485   0.223718E+04   0.100357E+02   0.557796E-01  -0.679678E+02
   486   0.224669E+04   0.988913E+01   0.559755E-01  -0.674333E+02
   487   0.225608E+04   0.974473E+01   0.561716E-01  -0.668704E+02
   488   0.226536E+04   0.960268E+01   0.563679E-01  -0.662798E+02
   489   0.227452E+04   0.946289E+01   0.565642E-01  -0.656619E+02
   490   0.228356E+04   0.932560E+01   0.567607E-01  -0.650172E+02
   491   0.229246E+04   0.919085E+01   0.569573E-01  -0.643463E+02
   492   0.230124E+04   0.905865E+01   0.571539E-01  -0.636495E+02
   493   0.230990E+04   0.892914E+01   0.573506E-01  -0.629274E+02
   494   0.231842E+04   0.880246E+01   0.575473E-01  -0.621804E+02
   495   0.232680E+04   0.867868E+01   0.577440E-01  -0.614092E+02
   496   0.233504E+04   0.855779E+01   0.579406E-01  -0.606141E+02
   497   0.234313E+04   0.843993E+01   0.581371E-01  -0.597957E+02
   498   0.235106E+04   0.832517E+01   0.583336E-01  -0.589546E+02
   499   0.235883E+04   0.821357E+01   0.585299E-01  -0.580912E+02
   500   0.236644E+04   0.810529E+01   0.587261E-01  -0.572061E+02
   501   0.237387E+04   0.800031E+01   0.589221E-01  -0.562998E+02
   502   0.238112E+04   0.789877E+01   0.591178E-01  -0.553730E+02
   503   0.238819E+04   0.780068E+01   0.593134E-01  -0.544262E+02
   504   0.239508E+04   0.770625E+01   0.595087E-01  -0.534602E+02
   505   0.240179E+04   0.761540E+01   0.597037E-01  -0.524756E+02
   506   0.240832E+04   0.752828E+01   0.598983E-01  -0.514730E+02
   507   0.241467E+04   0.744497E+01   0.600926E-01  -0.504531E+02
   508   0.242082E+04   0.736554E+01   0.602865E-01  -0.494165E+02
   509   0.242678E+04   0.729005E+01   0.604801E-01  -0.483638E+02
   510   0.243256E+04   0.721856E+01   0.606731E-01  -0.472959E+02
   511   0.243814E+04   0.715113E+01   0.608657E-01  -0.462132E+02
   512   0.244352E+04   0.708781E+01   0.610578E-01  -0.451164E+02
   513   0.244871E+04   0.702867E+01   0.612494E-01  -0.440062E+02
   514   0.245369E+04   0.697377E+01   0.614404E-01  -0.428833E+02
   515   0.245847E+04   0.692316E+01   0.616308E-01  -0.417482E+02
   516   0.246305E+04   0.687689E+01   0.618206E-01  -0.406017E+02
   517   0.246742E+04   0.683501E+01   0.620098E-01  -0.394445E+02
   518   0.247157E+04   0.679758E+01   0.621983E-01  -0.382773E+02
   519   0.247551E+04   0.676464E+01   0.623860E-01  -0.371008E+02
   520   0.247923E+04   0.673625E+01   0.625731E-01  -0.359155E+02
   521   0.248274E+04   0.671245E+01   0.627593E-01  -0.347223E+02
   522   0.248602E+04   0.669328E+01   0.629448E-01  -0.335219E+02
   523   0.248906E+04   0.667880E+01   0.631295E-01  -0.323148E+02
   524   0.249190E+04   0.666901E+01   0.633133E-01  -0.311019E+02
   525   0.249450E+04   0.666397E+01   0.634962E-01  -0.298837E+02
   526   0.249689E+04   0.666368E+01   0.636782E-01  -0.286611E+02
   527   0.249905E+04   0.666819E+01   0.638593E-01  -0.274346E+02
   528   0.250099E+04   0.667753E+01   0.640395E-01  -0.262050E+02
   529   0.250271E+04   0.669172E+01   0.642186E-01  -0.249730E+02
   530   0.250422E+04   0.671078E+01   0.643968E-01  -0.237393E+02
   531   0.250549E+04   0.673473E+01   0.645739E-01  -0.225047E+02
   532   0.250655E+04   0.676360E+01   0.647500E-01  -0.212700E+02
   533   0.250739E+04   0.679738E+01   0.649249E-01  -0.200357E+02
   534   0.250800E+04   0.683611E+01   0.650988E-01  -0.188029E+02
   535   0.250839E+04   0.687980E+01   0.652716E-01  -0.175721E+02
   536   0.250856E+04   0.692847E+01   0.654432E-01  -0.163442E+02
   537   0.250851E+04   0.698211E+01   0.656136E-01  -0.151197E+02
   538   0.250824E+04   0.704075E+01   0.657828E-01  -0.138995E+02
   539   0.250775E+04   0.710436E+01   0.659509E-01  -0.126843E+02
   540   0.250704E+04   0.717296E+01   0.661177E-01  -0.114747E+02
   541   0.250612E+04   0.724655E+01   0.662832E-01  -0.102714E+02
   542   0.250498E+04   0.732512E+01   0.664475E-01  -0.907511E+01
   543   0.250363E+04   0.740868E+01   0.666105E-01  -0.788655E+01
   544   0.250207E+04   0.749721E+01   0.667722E-01  -0.670638E+01
   545   0.250030E+04   0.759069E+01   0.669326E-01  -0.553521E+01
   546   0.249832E+04   0.768913E+01   0.670916E-01  -0.437368E+01
   547   0.249613E+04   0.779248E+01   0.672493E-01  -0.322245E+01
   548   0.249374E+04   0.790068E+01   0.674056E-01  -0.208214E+01
   549   0.249114E+04   0.801386E+01   0.675606E-01  -0.953395E+00
   550   0.248833E+04   0.813181E+01   0.677141E-01   0.163143E+00
   551   0.248533E+04   0.825467E+01   0.678663E-01   0.126681E+01
   552   0.248213E+04   0.838229E+01   0.680170E-01   0.235693E+01
   553   0.247873E+04   0.851468E+01   0.681663E-01   0.343283E+01
   554   0.247515E+04   0.865183E+01   0.683142E-01   0.449384E+01
   555   0.247138E+04   0.879368E+01   0.684606E-01   0.553927E+01
   556   0.246741E+04   0.894023E+01   0.686056E-01   0.656844E+01
   557   0.246328E+04   0.909140E+01   0.687491E-01   0.758076E+01
   558   0.245896E+04   0.924720E+01   0.688911E-01   0.857550E+01
   559   0.245446E+04   0.940756E+01   0.690317E-01   0.955220E+01
   560   0.244978E+04   0.957247E+01   0.691707E-01   0.105102E+02
   561   0.244494E+04   0.974180E+01   0.693083E-01   0.114489E+02
   562   0.243992E+04   0.991562E+01   0.694444E-01   0.123679E+02
   563   0.243474E+04   0.100938E+02   0.695789E-01   0.132665E+02
   564   0.242940E+04   0.102763E+02   0.697120E-01   0.141440E+02
   565   0.242388E+04   0.104631E+02   0.698435E-01   0.150002E+02
   566   0.241821E+04   0.106541E+02   0.699735E-01   0.158344E+02
   567   0.241239E+04   0.108493E+02   0.701020E-01   0.166460E+02
   568   0.240641E+04   0.110485E+02   0.702290E-01   0.174347E+02
   569   0.240028E+04   0.112518E+02   0.703544E-01   0.182000E+02
   570   0.239400E+04   0.114591E+02   0.704783E-01   0.189414E+02
   571   0.238758E+04   0.116703E+02   0.706007E-01   0.196583E+02
   572   0.238101E+04   0.118852E+02   0.707215E-01   0.203504E+02
   573   0.237432E+04   0.121040E+02   0.708408E-01   0.210174E+02
   574   0.236748E+04   0.123264E+02   0.709585E-01   0.216587E+02
   575   0.236053E+04   0.125524E+02   0.710747E-01   0.222743E+02
   576   0.235345E+04   0.127820E+02   0.711894E-01   0.228635E+02
   577   0.234625E+04   0.130150E+02   0.713026E-01   0.234261E+02
   578   0.233895E+04   0.132514E+02   0.714142E-01   0.239616E+02
   579   0.233153E+04   0.134912E+02   0.715243E-01   0.244698E+02
   580   0.232401E+04   0.137341E+02   0.716328E-01   0.249504E+02
   581   0.231640E+04   0.139801E+02   0.717398E-01   0.254029E+02
   582   0.230869E+04   0.142292E+02   0.718453E-01   0.258270E+02
   583   0.230089E+04   0.144812E+02   0.719493E-01   0.262224E+02
   584   0.229301E+04   0.147361E+02   0.720518E-01   0.265888E+02
   585   0.228504E+04   0.149937E+02   0.721527E-01   0.269258E+02
   586   0.227699E+04   0.152540E+02   0.722522E-01   0.272331E+02
   587   0.226887E+04   0.155169E+02   0.723501E-01   0.275107E+02
   588   0.226069E+04   0.157823E+02   0.724466E-01   0.277582E+02
   589   0.225244E+04   0.160500E+02   0.725415E-01   0.279755E+02
   590   0.224413E+04   0.163200E+02   0.726351E-01   0.281623E+02
   591   0.223577E+04   0.165922E+02   0.727271E-01   0.283184E+02
   592   0.222735E+04   0.168665E+02   0.728177E-01   0.284437E+02
   593   0.221889E+04   0.171428E+02   0.729068E-01   0.285380E+02
   594   0.221038E+04   0.174209E+02   0.729945E-01   0.286011E+02
   595   0.220184E+04   0.177008E+02   0.730808E-01   0.286331E+02
   596   0.219327E+04   0.179823E+02   0.731656E-01   0.286337E+02
   597   0.218466E+04   0.182654E+02   0.732491E-01   0.286029E+02
   598   0.217603E+04   0.185499E+02   0.733312E-01   0.285405E+02
   599   0.216737E+04   0.188358E+02   0.734119E-01   0.284464E+02
   600   0.215870E+04   0.191229E+02   0.734912E-01   0.283207E+02
   601   0.215003E+04   0.194110E+02   0.735692E-01   0.281634E+02
   602   0.214133E+04   0.197002E+02   0.736459E-01   0.279746E+02
   603   0.213265E+04   0.199903E+02   0.737213E-01   0.277540E+02
   604   0.212395E+04   0.202811E+02   0.737954E-01   0.275019E+02
   605   0.211526E+04   0.205726E+02   0.738682E-01   0.272181E+02
   606   0.210659E+04   0.208646E+02   0.739397E-01   0.269027E+02
   607   0.209792E+04   0.211571E+02   0.740100E-01   0.265558E+02
   608   0.208928E+04   0.214499E+02   0.740791E-01   0.261773E+02
   609   0.208067E+04   0.217429E+02   0.741470E-01   0.257676E+02
   610   0.207207E+04   0.220360E+02   0.742138E-01   0.253265E+02
   611   0.206351E+04   0.223289E+02   0.742794E-01   0.248541E+02
   612   0.205499E+04   0.226217E+02   0.743438E-01   0.243505E+02
   613   0.204650E+04   0.229143E+02   0.744072E-01   0.238158E+02
   614   0.203806E+04   0.232064E+02   0.744694E-01   0.232503E+02
   615   0.202967E+04   0.234980E+02   0.745306E-01   0.226542E+02
   616   0.202133E+04   0.237889E+02   0.745908E-01   0.220277E+02
   617   0.201305E+04   0.240792E+02   0.746500E-01   0.213712E+02
   618   0.200484E+04   0.243687E+02   0.747082E-01   0.206849E+02
   619   0.199669E+04   0.246572E+02   0.747654E-01   0.199690E+02
   620   0.198861E+04   0.249448E+02   0.748217E-01   0.192239E+02
   621   0.198062E+04   0.252312E+02   0.748771E-01   0.184496E+02
   622   0.197270E+04   0.255163E+02   0.749317E-01   0.176467E+02
   623   0.196486E+04   0.258001E+02   0.749854E-01   0.168154E+02
   624   0.195711E+04   0.260823E+02   0.750382E-01   0.159558E+02
   625   0.194945E+04   0.263630E+02   0.750903E-01   0.150683E+02
   626   0.194189E+04   0.266419E+02   0.751416E-01   0.141532E+02
   627   0.193441E+04   0.269190E+02   0.751922E-01   0.132108E+02
   628   0.192706E+04   0.271940E+02   0.752421E-01   0.122413E+02
   629   0.191979E+04   0.274670E+02   0.752913E-01   0.112453E+02
   630   0.191264E+04   0.277379E+02   0.753399E-01   0.102231E+02
   631   0.190560E+04   0.280064E+02   0.753878E-01   0.917516E+01
   632   0.189867E+04   0.282725E+02   0.754352E-01   0.810186E+01
   633   0.189186E+04   0.285362E+02   0.754820E-01   0.700352E+01
   634   0.188518E+04   0.287971E+02   0.755282E-01   0.588063E+01
   635   0.187861E+04   0.290554E+02   0.755740E-01   0.473366E+01
   636   0.187218E+04   0.293108E+02   0.756193E-01   0.356306E+01
   637   0.186588E+04   0.295633E+02   0.756642E-01   0.236930E+01
   638   0.185970E+04   0.298128E+02   0.757086E-01   0.115289E+01
   639   0.185367E+04   0.300591E+02   0.757527E-01  -0.857272E-01
   640   0.184777E+04   0.303022E+02   0.757964E-01  -0.134606E+01
   641   0.184202E+04   0.305421E+02   0.758398E-01  -0.262761E+01
   642   0.183641E+04   0.307784E+02   0.758829E-01  -0.392984E+01
   643   0.183095E+04   0.310113E+02   0.759258E-01  -0.525218E+01
   644   0.182563E+04   0.312405E+02   0.759684E-01  -0.659407E+01
   645   0.182046E+04   0.314659E+02   0.760107E-01  -0.795494E+01
   646   0.181546E+04   0.316875E+02   0.760530E-01  -0.933425E+01
   647   0.181060E+04   0.319052E+02   0.760950E-01  -0.107314E+02
   648   0.180590E+04   0.321187E+02   0.761370E-01  -0.121458E+02
   649   0.180136E+04   0.323282E+02   0.761788E-01  -0.135769E+02
   650   0.179699E+04   0.325334E+02   0.762206E-01  -0.150241E+02
   651   0.179277E+04   0.327344E+02   0.762623E-01  -0.164866E+02
   652   0.178872E+04   0.329312E+02   0.763041E-01  -0.179640E+02
   653   0.178484E+04   0.331236E+02   0.763458E-01  -0.194555E+02
   654   0.178113E+04   0.333116E+02   0.763876E-01  -0.209607E+02
   655   0.177759E+04   0.334950E+02   0.764295E-01  -0.224789E+02
   656   0.177422E+04   0.336739E+02   0.764714E-01  -0.240093E+02
   657   0.177103E+04   0.338482E+02   0.765135E-01  -0.255514E+02
   658   0.176801E+04   0.340178E+02   0.765557E-01  -0.271045E+02
   659   0.176517E+04   0.341826E+02   0.765981E-01  -0.286680E+02
   660   0.176251E+04   0.343426E+02   0.766407E-01  -0.302411E+02
   661   0.176003E+04   0.344976E+02   0.766836E-01  -0.318232E+02
   662   0.175772E+04   0.346475E+02   0.767266E-01  -0.334137E+02
   663   0.175560E+04   0.347924E+02   0.767700E-01  -0.350118E+02
   664   0.175366E+04   0.349322E+02   0.768137E-01  -0.366169E+02
   665   0.175191E+04   0.350667E+02   0.768577E-01  -0.382283E+02
   666   0.175033E+04   0.351961E+02   0.769020E-01  -0.398453E+02
   667   0.174893E+04   0.353201E+02   0.769467E-01  -0.414672E+02
   668   0.174773E+04   0.354389E+02   0.769918E-01  -0.430933E+02
   669   0.174670E+04   0.355521E+02   0.770374E-01  -0.447230E+02
   670   0.174587E+04   0.356600E+02   0.770834E-01  -0.463555E+02
   671   0.174521E+04   0.357625E+02   0.771299E-01  -0.479901E+02
   672   0.174475E+04   0.358594E+02   0.771768E-01  -0.496263E+02
   673   0.174446E+04   0.359507E+02   0.772243E-01  -0.512632E+02
