#    L    TT             EE             BB             TE          
  1453   0.764936E+03   0.112583E+02   0.789768E-01  -0.253710E+02
  1454   0.763583E+03   0.112197E+02   0.789357E-01  -0.247687E+02
  1455   0.762191E+03   0.111837E+02   0.788939E-01  -0.241675E+02
  1456   0.760760E+03   0.111505E+02   0.788515E-01  -0.235676E+02
  1457   0.759291E+03   0.111201E+02   0.788085E-01  -0.229694E+02
  1458   0.757775E+03   0.110924E+02   0.787648E-01  -0.223728E+02
  1459   0.756220E+03   0.110674E+02   0.787205E-01  -0.217783E+02
  1460   0.754627E+03   0.110452E+02   0.786756E-01  -0.211859E+02
  1461   0.752993E+03   0.110256E+02   0.786300E-01  -0.205959E+02
  1462   0.751321E+03   0.110088E+02   0.785837E-01  -0.200085E+02
  1463   0.749609E+03   0.109947E+02   0.785368E-01  -0.194239E+02
  1464   0.747858E+03   0.109833E+02   0.784893E-01  -0.188422E+02
  1465   0.746067E+03   0.109745E+02   0.784411E-01  -0.182636E+02
  1466   0.744244E+03   0.109685E+02   0.783922E-01  -0.176886E+02
  1467   0.742381E+03   0.109650E+02   0.783427E-01  -0.171170E+02
  1468   0.740485E+03   0.109642E+02   0.782926E-01  -0.165493E+02
  1469   0.738549E+03   0.109660E+02   0.782418E-01  -0.159855E+02
  1470   0.736573E+03   0.109705E+02   0.781903E-01  -0.154258E+02
  1471   0.734572E+03   0.109775E+02   0.781382E-01  -0.148705E+02
  1472   0.732530E+03   0.109870E+02   0.780854E-01  -0.143197E+02
  1473   0.730447E+03   0.109991E+02   0.780320E-01  -0.137736E+02
  1474   0.728339E+03   0.110138E+02   0.779780E-01  -0.132324E+02
  1475   0.726189E+03   0.110309E+02   0.779232E-01  -0.126962E+02
  1476   0.724014E+03   0.110505E+02   0.778679E-01  -0.121652E+02
  1477   0.721804E+03   0.110726E+02   0.778119E-01  -0.116397E+02
  1478   0.719561E+03   0.110970E+02   0.777553E-01  -0.111196E+02
  1479   0.717290E+03   0.111239E+02   0.776980E-01  -0.106053E+02
  1480   0.714986E+03   0.111531E+02   0.776401E-01  -0.100969E+02
  1481   0.712654E+03   0.111848E+02   0.775815E-01  -0.959451E+01
  1482   0.710288E+03   0.112187E+02   0.775224E-01  -0.909831E+01
  1483   0.707895E+03   0.112549E+02   0.774626E-01  -0.860844E+01
  1484   0.705481E+03   0.112933E+02   0.774021E-01  -0.812505E+01
  1485   0.703032E+03   0.113340E+02   0.773411E-01  -0.764827E+01
  1486   0.700563E+03   0.113769E+02   0.772794E-01  -0.717823E+01
  1487   0.698058E+03   0.114219E+02   0.772172E-01  -0.671511E+01
  1488   0.695532E+03   0.114691E+02   0.771543E-01  -0.625902E+01
  1489   0.692985E+03   0.115183E+02   0.770908E-01  -0.581010E+01
  1490   0.690406E+03   0.115696E+02   0.770268E-01  -0.536846E+01
  1491   0.687806E+03   0.116229E+02   0.769621E-01  -0.493422E+01
  1492   0.685182E+03   0.116782E+02   0.768969E-01  -0.450752E+01
  1493   0.682535E+03   0.117355E+02   0.768310E-01  -0.408847E+01
  1494   0.679866E+03   0.117946E+02   0.767646E-01  -0.367720E+01
  1495   0.677176E+03   0.118556E+02   0.766977E-01  -0.327382E+01
  1496   0.674464E+03   0.119185E+02   0.766301E-01  -0.287844E+01
  1497   0.671733E+03   0.119830E+02   0.765620E-01  -0.249112E+01
  1498   0.668981E+03   0.120494E+02   0.764934E-01  -0.211198E+01
  1499   0.666211E+03   0.121175E+02   0.764242E-01  -0.174108E+01
  1500   0.663423E+03   0.121872E+02   0.763544E-01  -0.137854E+01
  1501   0.660618E+03   0.122586E+02   0.762842E-01  -0.102443E+01
  1502   0.657796E+03   0.123315E+02   0.762134E-01  -0.678855E+00
  1503   0.654959E+03   0.124059E+02   0.761421E-01  -0.341905E+00
  1504   0.652106E+03   0.124818E+02   0.760702E-01  -0.136397E-01
  1505   0.649239E+03   0.125592E+02   0.759979E-01   0.305853E+00
  1506   0.646357E+03   0.126380E+02   0.759251E-01   0.616493E+00
  1507   0.643462E+03   0.127181E+02   0.758518E-01   0.918197E+00
  1508   0.640554E+03   0.127996E+02   0.757780E-01   0.121087E+01
  1509   0.637635E+03   0.128823E+02   0.757037E-01   0.149453E+01
  1510   0.634704E+03   0.129662E+02   0.756290E-01   0.176898E+01
  1511   0.631762E+03   0.130512E+02   0.755538E-01   0.203432E+01
  1512   0.628812E+03   0.131375E+02   0.754782E-01   0.229048E+01
  1513   0.625852E+03   0.132247E+02   0.754021E-01   0.253747E+01
  1514   0.622886E+03   0.133130E+02   0.753256E-01   0.277517E+01
  1515   0.619913E+03   0.134023E+02   0.752486E-01   0.300367E+01
  1516   0.616934E+03   0.134926E+02   0.751713E-01   0.322282E+01
  1517   0.613951E+03   0.135838E+02   0.750936E-01   0.343265E+01
  1518   0.610963E+03   0.136757E+02   0.750154E-01   0.363315E+01
  1519   0.607972E+03   0.137685E+02   0.749369E-01   0.382434E+01
  1520   0.604978E+03   0.138621E+02   0.748580E-01   0.400608E+01
  1521   0.601981E+03   0.139563E+02   0.747787E-01   0.417845E+01
  1522   0.598983E+03   0.140513E+02   0.746991E-01   0.434146E+01
  1523   0.595984E+03   0.141468E+02   0.746192E-01   0.449496E+01
  1524   0.592985E+03   0.142428E+02   0.745389E-01   0.463903E+01
  1525   0.589986E+03   0.143394E+02   0.744583E-01   0.477368E+01
  1526   0.586989E+03   0.144364E+02   0.743773E-01   0.489890E+01
  1527   0.583993E+03   0.145339E+02   0.742961E-01   0.501478E+01
  1528   0.581001E+03   0.146317E+02   0.742146E-01   0.512124E+01
  1529   0.578012E+03   0.147298E+02   0.741328E-01   0.521842E+01
  1530   0.575027E+03   0.148283E+02   0.740507E-01   0.530617E+01
  1531   0.572047E+03   0.149269E+02   0.739683E-01   0.538457E+01
  1532   0.569072E+03   0.150257E+02   0.738858E-01   0.545369E+01
  1533   0.566103E+03   0.151246E+02   0.738029E-01   0.551352E+01
  1534   0.563141E+03   0.152236E+02   0.737199E-01   0.556412E+01
  1535   0.560186E+03   0.153227E+02   0.736366E-01   0.560549E+01
  1536   0.557239E+03   0.154217E+02   0.735531E-01   0.563763E+01
  1537   0.554300E+03   0.155205E+02   0.734695E-01   0.566059E+01
  1538   0.551370E+03   0.156194E+02   0.733856E-01   0.567444E+01
  1539   0.548451E+03   0.157179E+02   0.733016E-01   0.567925E+01
  1540   0.545541E+03   0.158164E+02   0.732174E-01   0.567514E+01
  1541   0.542642E+03   0.159145E+02   0.731331E-01   0.566203E+01
  1542   0.539756E+03   0.160124E+02   0.730487E-01   0.564013E+01
  1543   0.536882E+03   0.161099E+02   0.729641E-01   0.560942E+01
  1544   0.534021E+03   0.162070E+02   0.728794E-01   0.557004E+01
  1545   0.531173E+03   0.163037E+02   0.727946E-01   0.552203E+01
  1546   0.528340E+03   0.163998E+02   0.727097E-01   0.546547E+01
  1547   0.525523E+03   0.164955E+02   0.726247E-01   0.540039E+01
  1548   0.522719E+03   0.165906E+02   0.725397E-01   0.532693E+01
  1549   0.519933E+03   0.166851E+02   0.724546E-01   0.524513E+01
  1550   0.517162E+03   0.167789E+02   0.723695E-01   0.515506E+01
  1551   0.514408E+03   0.168720E+02   0.722843E-01   0.505684E+01
  1552   0.511671E+03   0.169643E+02   0.721991E-01   0.495050E+01
  1553   0.508952E+03   0.170558E+02   0.721139E-01   0.483625E+01
  1554   0.506251E+03   0.171466E+02   0.720287E-01   0.471404E+01
  1555   0.503569E+03   0.172364E+02   0.719435E-01   0.458408E+01
  1556   0.500907E+03   0.173253E+02   0.718584E-01   0.444639E+01
  1557   0.498265E+03   0.174133E+02   0.717732E-01   0.430116E+01
  1558   0.495643E+03   0.175002E+02   0.716881E-01   0.414844E+01
  1559   0.493042E+03   0.175861E+02   0.716031E-01   0.398841E+01
  1560   0.490463E+03   0.176710E+02   0.715181E-01   0.382103E+01
  1561   0.487905E+03   0.177547E+02   0.714332E-01   0.364664E+01
  1562   0.485370E+03   0.178373E+02   0.713483E-01   0.346519E+01
  1563   0.482857E+03   0.179187E+02   0.712636E-01   0.327686E+01
  1564   0.480369E+03   0.179990E+02   0.711790E-01   0.308177E+01
  1565   0.477903E+03   0.180779E+02   0.710944E-01   0.288010E+01
  1566   0.475462E+03   0.181556E+02   0.710100E-01   0.267188E+01
  1567   0.473045E+03   0.182320E+02   0.709258E-01   0.245728E+01
  1568   0.470653E+03   0.183070E+02   0.708416E-01   0.223634E+01
  1569   0.468287E+03   0.183806E+02   0.707577E-01   0.200931E+01
  1570   0.465945E+03   0.184528E+02   0.706739E-01   0.177628E+01
  1571   0.463631E+03   0.185234E+02   0.705902E-01   0.153733E+01
  1572   0.461341E+03   0.185927E+02   0.705067E-01   0.129261E+01
  1573   0.459079E+03   0.186604E+02   0.704235E-01   0.104226E+01
  1574   0.456843E+03   0.187265E+02   0.703404E-01   0.786448E+00
  1575   0.454635E+03   0.187910E+02   0.702575E-01   0.525327E+00
  1576   0.452454E+03   0.188540E+02   0.701748E-01   0.259067E+00
  1577   0.450301E+03   0.189154E+02   0.700924E-01  -0.121960E-01
  1578   0.448177E+03   0.189752E+02   0.700102E-01  -0.288283E+00
  1579   0.446081E+03   0.190332E+02   0.699282E-01  -0.569061E+00
  1580   0.444014E+03   0.190896E+02   0.698465E-01  -0.854379E+00
  1581   0.441976E+03   0.191443E+02   0.697650E-01  -0.114410E+01
  1582   0.439967E+03   0.191973E+02   0.696838E-01  -0.143807E+01
  1583   0.437988E+03   0.192485E+02   0.696028E-01  -0.173618E+01
  1584   0.436039E+03   0.192980E+02   0.695221E-01  -0.203827E+01
  1585   0.434118E+03   0.193456E+02   0.694417E-01  -0.234419E+01
  1586   0.432228E+03   0.193915E+02   0.693616E-01  -0.265384E+01
  1587   0.430368E+03   0.194355E+02   0.692818E-01  -0.296703E+01
  1588   0.428537E+03   0.194775E+02   0.692023E-01  -0.328363E+01
  1589   0.426737E+03   0.195178E+02   0.691232E-01  -0.360348E+01
  1590   0.424967E+03   0.195561E+02   0.690443E-01  -0.392643E+01
  1591   0.423227E+03   0.195925E+02   0.689657E-01  -0.425234E+01
  1592   0.421518E+03   0.196270E+02   0.688875E-01  -0.458103E+01
  1593   0.419839E+03   0.196595E+02   0.688096E-01  -0.491238E+01
  1594   0.418192E+03   0.196901E+02   0.687321E-01  -0.524622E+01
  1595   0.416574E+03   0.197186E+02   0.686549E-01  -0.558240E+01
  1596   0.414987E+03   0.197453E+02   0.685781E-01  -0.592076E+01
  1597   0.413432E+03   0.197699E+02   0.685016E-01  -0.626115E+01
  1598   0.411907E+03   0.197925E+02   0.684255E-01  -0.660342E+01
  1599   0.410411E+03   0.198131E+02   0.683498E-01  -0.694740E+01
  1600   0.408948E+03   0.198317E+02   0.682745E-01  -0.729295E+01
  1601   0.407515E+03   0.198483E+02   0.681995E-01  -0.763992E+01
  1602   0.406112E+03   0.198628E+02   0.681249E-01  -0.798818E+01
  1603   0.404740E+03   0.198753E+02   0.680507E-01  -0.833756E+01
  1604   0.403398E+03   0.198857E+02   0.679769E-01  -0.868793E+01
  1605   0.402088E+03   0.198940E+02   0.679035E-01  -0.903916E+01
  1606   0.400807E+03   0.199003E+02   0.678305E-01  -0.939107E+01
  1607   0.399556E+03   0.199044E+02   0.677580E-01  -0.974346E+01
  1608   0.398336E+03   0.199065E+02   0.676858E-01  -0.100963E+02
  1609   0.397145E+03   0.199064E+02   0.676141E-01  -0.104493E+02
  1610   0.395985E+03   0.199042E+02   0.675428E-01  -0.108025E+02
  1611   0.394855E+03   0.199001E+02   0.674719E-01  -0.111554E+02
  1612   0.393754E+03   0.198939E+02   0.674014E-01  -0.115082E+02
  1613   0.392684E+03   0.198857E+02   0.673314E-01  -0.118605E+02
  1614   0.391642E+03   0.198754E+02   0.672618E-01  -0.122122E+02
  1615   0.390631E+03   0.198632E+02   0.671926E-01  -0.125631E+02
  1616   0.389649E+03   0.198490E+02   0.671239E-01  -0.129133E+02
  1617   0.388695E+03   0.198326E+02   0.670556E-01  -0.132624E+02
  1618   0.387771E+03   0.198144E+02   0.669878E-01  -0.136104E+02
  1619   0.386875E+03   0.197940E+02   0.669204E-01  -0.139572E+02
  1620   0.386008E+03   0.197718E+02   0.668535E-01  -0.143024E+02
  1621   0.385169E+03   0.197474E+02   0.667870E-01  -0.146463E+02
  1622   0.384357E+03   0.197211E+02   0.667209E-01  -0.149884E+02
  1623   0.383574E+03   0.196928E+02   0.666554E-01  -0.153287E+02
  1624   0.382818E+03   0.196625E+02   0.665902E-01  -0.156670E+02
  1625   0.382089E+03   0.196303E+02   0.665255E-01  -0.160033E+02
  1626   0.381388E+03   0.195962E+02   0.664613E-01  -0.163373E+02
  1627   0.380712E+03   0.195601E+02   0.663975E-01  -0.166690E+02
  1628   0.380064E+03   0.195221E+02   0.663342E-01  -0.169982E+02
  1629   0.379442E+03   0.194823E+02   0.662714E-01  -0.173248E+02
  1630   0.378845E+03   0.194406E+02   0.662089E-01  -0.176487E+02
  1631   0.378274E+03   0.193970E+02   0.661470E-01  -0.179697E+02
  1632   0.377728E+03   0.193515E+02   0.660855E-01  -0.182878E+02
  1633   0.377207E+03   0.193043E+02   0.660244E-01  -0.186027E+02
  1634   0.376711E+03   0.192552E+02   0.659638E-01  -0.189145E+02
  1635   0.376239E+03   0.192042E+02   0.659036E-01  -0.192231E+02
  1636   0.375790E+03   0.191514E+02   0.658439E-01  -0.195281E+02
  1637   0.375366E+03   0.190969E+02   0.657846E-01  -0.198297E+02
  1638   0.374964E+03   0.190406E+02   0.657258E-01  -0.201275E+02
  1639   0.374586E+03   0.189826E+02   0.656674E-01  -0.204217E+02
  1640   0.374230E+03   0.189229E+02   0.656095E-01  -0.207121E+02
  1641   0.373895E+03   0.188616E+02   0.655519E-01  -0.209985E+02
  1642   0.373583E+03   0.187986E+02   0.654948E-01  -0.212808E+02
  1643   0.373292E+03   0.187341E+02   0.654382E-01  -0.215591E+02
  1644   0.373022E+03   0.186680E+02   0.653819E-01  -0.218331E+02
  1645   0.372773E+03   0.186003E+02   0.653261E-01  -0.221028E+02
  1646   0.372544E+03   0.185310E+02   0.652707E-01  -0.223681E+02
  1647   0.372335E+03   0.184602E+02   0.652157E-01  -0.226289E+02
  1648   0.372145E+03   0.183880E+02   0.651611E-01  -0.228852E+02
  1649   0.371974E+03   0.183142E+02   0.651070E-01  -0.231367E+02
  1650   0.371821E+03   0.182389E+02   0.650532E-01  -0.233836E+02
  1651   0.371686E+03   0.181622E+02   0.649998E-01  -0.236256E+02
  1652   0.371570E+03   0.180842E+02   0.649468E-01  -0.238628E+02
  1653   0.371470E+03   0.180047E+02   0.648942E-01  -0.240950E+02
  1654   0.371387E+03   0.179239E+02   0.648420E-01  -0.243221E+02
  1655   0.371321E+03   0.178418E+02   0.647902E-01  -0.245442E+02
  1656   0.371270E+03   0.177584E+02   0.647387E-01  -0.247612E+02
  1657   0.371235E+03   0.176738E+02   0.646876E-01  -0.249729E+02
  1658   0.371215E+03   0.175879E+02   0.646369E-01  -0.251793E+02
  1659   0.371210E+03   0.175009E+02   0.645866E-01  -0.253804E+02
  1660   0.371219E+03   0.174127E+02   0.645366E-01  -0.255760E+02
  1661   0.371242E+03   0.173234E+02   0.644869E-01  -0.257663E+02
  1662   0.371277E+03   0.172330E+02   0.644376E-01  -0.259510E+02
  1663   0.371326E+03   0.171416E+02   0.643886E-01  -0.261302E+02
  1664   0.371387E+03   0.170491E+02   0.643400E-01  -0.263038E+02
  1665   0.371460E+03   0.169557E+02   0.642916E-01  -0.264716E+02
  1666   0.371545E+03   0.168612E+02   0.642436E-01  -0.266339E+02
  1667   0.371640E+03   0.167659E+02   0.641960E-01  -0.267904E+02
  1668   0.371746E+03   0.166696E+02   0.641486E-01  -0.269411E+02
  1669   0.371862E+03   0.165724E+02   0.641015E-01  -0.270860E+02
  1670   0.371988E+03   0.164744E+02   0.640547E-01  -0.272249E+02
  1671   0.372122E+03   0.163756E+02   0.640083E-01  -0.273581E+02
  1672   0.372265E+03   0.162760E+02   0.639621E-01  -0.274853E+02
  1673   0.372416E+03   0.161757E+02   0.639162E-01  -0.276066E+02
  1674   0.372576E+03   0.160746E+02   0.638705E-01  -0.277220E+02
  1675   0.372742E+03   0.159730E+02   0.638252E-01  -0.278314E+02
  1676   0.372915E+03   0.158708E+02   0.637801E-01  -0.279350E+02
  1677   0.373095E+03   0.157681E+02   0.637352E-01  -0.280326E+02
  1678   0.373281E+03   0.156647E+02   0.636906E-01  -0.281242E+02
  1679   0.373473E+03   0.155610E+02   0.636462E-01  -0.282099E+02
  1680   0.373669E+03   0.154568E+02   0.636021E-01  -0.282896E+02
  1681   0.373871E+03   0.153521E+02   0.635582E-01  -0.283633E+02
  1682   0.374076E+03   0.152471E+02   0.635145E-01  -0.284311E+02
  1683   0.374284E+03   0.151417E+02   0.634711E-01  -0.284928E+02
  1684   0.374497E+03   0.150359E+02   0.634278E-01  -0.285486E+02
  1685   0.374712E+03   0.149299E+02   0.633848E-01  -0.285984E+02
  1686   0.374929E+03   0.148236E+02   0.633419E-01  -0.286421E+02
  1687   0.375148E+03   0.147170E+02   0.632993E-01  -0.286800E+02
  1688   0.375369E+03   0.146103E+02   0.632568E-01  -0.287119E+02
  1689   0.375591E+03   0.145033E+02   0.632145E-01  -0.287379E+02
  1690   0.375814E+03   0.143963E+02   0.631723E-01  -0.287581E+02
  1691   0.376036E+03   0.142892E+02   0.631303E-01  -0.287723E+02
  1692   0.376259E+03   0.141820E+02   0.630885E-01  -0.287807E+02
  1693   0.376481E+03   0.140748E+02   0.630468E-01  -0.287833E+02
  1694   0.376702E+03   0.139676E+02   0.630053E-01  -0.287800E+02
  1695   0.376921E+03   0.138605E+02   0.629639E-01  -0.287709E+02
  1696   0.377139E+03   0.137533E+02   0.629226E-01  -0.287560E+02
  1697   0.377354E+03   0.136463E+02   0.628814E-01  -0.287355E+02
  1698   0.377565E+03   0.135394E+02   0.628404E-01  -0.287092E+02
  1699   0.377774E+03   0.134326E+02   0.627994E-01  -0.286772E+02
  1700   0.377980E+03   0.133261E+02   0.627585E-01  -0.286396E+02
  1701   0.378181E+03   0.132197E+02   0.627178E-01  -0.285965E+02
  1702   0.378378E+03   0.131136E+02   0.626771E-01  -0.285478E+02
  1703   0.378571E+03   0.130079E+02   0.626364E-01  -0.284937E+02
  1704   0.378759E+03   0.129024E+02   0.625959E-01  -0.284343E+02
  1705   0.378942E+03   0.127974E+02   0.625554E-01  -0.283695E+02
  1706   0.379119E+03   0.126928E+02   0.625149E-01  -0.282996E+02
  1707   0.379290E+03   0.125885E+02   0.624745E-01  -0.282243E+02
  1708   0.379455E+03   0.124848E+02   0.624341E-01  -0.281439E+02
  1709   0.379614E+03   0.123815E+02   0.623937E-01  -0.280585E+02
  1710   0.379765E+03   0.122789E+02   0.623534E-01  -0.279679E+02
  1711   0.379909E+03   0.121767E+02   0.623130E-01  -0.278724E+02
  1712   0.380045E+03   0.120751E+02   0.622727E-01  -0.277719E+02
  1713   0.380173E+03   0.119741E+02   0.622323E-01  -0.276666E+02
  1714   0.380292E+03   0.118737E+02   0.621920E-01  -0.275564E+02
  1715   0.380404E+03   0.117740E+02   0.621516E-01  -0.274416E+02
  1716   0.380507E+03   0.116750E+02   0.621112E-01  -0.273221E+02
  1717   0.380600E+03   0.115768E+02   0.620708E-01  -0.271980E+02
  1718   0.380683E+03   0.114793E+02   0.620303E-01  -0.270695E+02
  1719   0.380758E+03   0.113825E+02   0.619897E-01  -0.269365E+02
  1720   0.380822E+03   0.112865E+02   0.619491E-01  -0.267992E+02
  1721   0.380876E+03   0.111915E+02   0.619085E-01  -0.266576E+02
  1722   0.380920E+03   0.110972E+02   0.618677E-01  -0.265118E+02
  1723   0.380952E+03   0.110039E+02   0.618269E-01  -0.263620E+02
  1724   0.380975E+03   0.109114E+02   0.617860E-01  -0.262081E+02
  1725   0.380986E+03   0.108199E+02   0.617451E-01  -0.260503E+02
  1726   0.380986E+03   0.107293E+02   0.617040E-01  -0.258887E+02
  1727   0.380974E+03   0.106398E+02   0.616628E-01  -0.257232E+02
  1728   0.380950E+03   0.105512E+02   0.616215E-01  -0.255542E+02
  1729   0.380914E+03   0.104636E+02   0.615801E-01  -0.253815E+02
  1730   0.380866E+03   0.103772E+02   0.615385E-01  -0.252053E+02
  1731   0.380805E+03   0.102917E+02   0.614968E-01  -0.250257E+02
  1732   0.380732E+03   0.102073E+02   0.614550E-01  -0.248427E+02
  1733   0.380645E+03   0.101241E+02   0.614131E-01  -0.246564E+02
  1734   0.380546E+03   0.100419E+02   0.613710E-01  -0.244669E+02
  1735   0.380432E+03   0.996086E+01   0.613287E-01  -0.242743E+02
  1736   0.380306E+03   0.988102E+01   0.612863E-01  -0.240788E+02
  1737   0.380166E+03   0.980236E+01   0.612437E-01  -0.238804E+02
  1738   0.380013E+03   0.972489E+01   0.612010E-01  -0.236793E+02
  1739   0.379846E+03   0.964865E+01   0.611580E-01  -0.234755E+02
  1740   0.379666E+03   0.957365E+01   0.611149E-01  -0.232692E+02
  1741   0.379472E+03   0.949988E+01   0.610716E-01  -0.230604E+02
  1742   0.379264E+03   0.942741E+01   0.610282E-01  -0.228494E+02
  1743   0.379042E+03   0.935614E+01   0.609845E-01  -0.226360E+02
  1744   0.378805E+03   0.928623E+01   0.609406E-01  -0.224204E+02
  1745   0.378556E+03   0.921760E+01   0.608966E-01  -0.222027E+02
  1746   0.378290E+03   0.915030E+01   0.608523E-01  -0.219831E+02
  1747   0.378010E+03   0.908426E+01   0.608078E-01  -0.217614E+02
  1748   0.377717E+03   0.901962E+01   0.607631E-01  -0.215381E+02
  1749   0.377407E+03   0.895630E+01   0.607182E-01  -0.213129E+02
  1750   0.377083E+03   0.889430E+01   0.606731E-01  -0.210862E+02
  1751   0.376745E+03   0.883367E+01   0.606277E-01  -0.208580E+02
  1752   0.376392E+03   0.877443E+01   0.605821E-01  -0.206284E+02
  1753   0.376024E+03   0.871656E+01   0.605363E-01  -0.203974E+02
  1754   0.375641E+03   0.866006E+01   0.604902E-01  -0.201653E+02
  1755   0.375243E+03   0.860500E+01   0.604439E-01  -0.199321E+02
  1756   0.374831E+03   0.855131E+01   0.603974E-01  -0.196978E+02
  1757   0.374403E+03   0.849906E+01   0.603506E-01  -0.194626E+02
  1758   0.373960E+03   0.844816E+01   0.603036E-01  -0.192267E+02
  1759   0.373502E+03   0.839875E+01   0.602563E-01  -0.189901E+02
  1760   0.373030E+03   0.835074E+01   0.602088E-01  -0.187528E+02
  1761   0.372542E+03   0.830415E+01   0.601610E-01  -0.185149E+02
  1762   0.372039E+03   0.825900E+01   0.601130E-01  -0.182767E+02
  1763   0.371521E+03   0.821528E+01   0.600647E-01  -0.180382E+02
  1764   0.370988E+03   0.817300E+01   0.600162E-01  -0.177994E+02
  1765   0.370441E+03   0.813216E+01   0.599674E-01  -0.175605E+02
  1766   0.369879E+03   0.809277E+01   0.599183E-01  -0.173217E+02
  1767   0.369303E+03   0.805481E+01   0.598689E-01  -0.170829E+02
  1768   0.368713E+03   0.801831E+01   0.598193E-01  -0.168444E+02
  1769   0.368108E+03   0.798326E+01   0.597694E-01  -0.166061E+02
  1770   0.367490E+03   0.794965E+01   0.597193E-01  -0.163683E+02
  1771   0.366857E+03   0.791749E+01   0.596688E-01  -0.161310E+02
  1772   0.366210E+03   0.788676E+01   0.596181E-01  -0.158942E+02
  1773   0.365550E+03   0.785746E+01   0.595671E-01  -0.156581E+02
  1774   0.364876E+03   0.782960E+01   0.595159E-01  -0.154227E+02
  1775   0.364188E+03   0.780317E+01   0.594643E-01  -0.151882E+02
  1776   0.363487E+03   0.777817E+01   0.594125E-01  -0.149546E+02
  1777   0.362772E+03   0.775459E+01   0.593604E-01  -0.147221E+02
  1778   0.362045E+03   0.773242E+01   0.593080E-01  -0.144906E+02
  1779   0.361303E+03   0.771166E+01   0.592554E-01  -0.142603E+02
  1780   0.360549E+03   0.769230E+01   0.592024E-01  -0.140313E+02
  1781   0.359782E+03   0.767433E+01   0.591492E-01  -0.138037E+02
  1782   0.359002E+03   0.765776E+01   0.590957E-01  -0.135775E+02
  1783   0.358210E+03   0.764257E+01   0.590419E-01  -0.133529E+02
  1784   0.357406E+03   0.762875E+01   0.589878E-01  -0.131298E+02
  1785   0.356589E+03   0.761629E+01   0.589334E-01  -0.129085E+02
  1786   0.355761E+03   0.760518E+01   0.588787E-01  -0.126889E+02
  1787   0.354921E+03   0.759541E+01   0.588238E-01  -0.124712E+02
  1788   0.354069E+03   0.758697E+01   0.587686E-01  -0.122553E+02
  1789   0.353206E+03   0.757986E+01   0.587131E-01  -0.120415E+02
  1790   0.352332E+03   0.757405E+01   0.586573E-01  -0.118298E+02
  1791   0.351446E+03   0.756955E+01   0.586012E-01  -0.116201E+02
  1792   0.350550E+03   0.756632E+01   0.585448E-01  -0.114127E+02
  1793   0.349644E+03   0.756436E+01   0.584882E-01  -0.112076E+02
  1794   0.348726E+03   0.756365E+01   0.584313E-01  -0.110048E+02
  1795   0.347798E+03   0.756420E+01   0.583741E-01  -0.108044E+02
  1796   0.346859E+03   0.756596E+01   0.583166E-01  -0.106064E+02
  1797   0.345911E+03   0.756894E+01   0.582589E-01  -0.104111E+02
  1798   0.344953E+03   0.757312E+01   0.582008E-01  -0.102183E+02
  1799   0.343985E+03   0.757848E+01   0.581426E-01  -0.100282E+02
  1800   0.343008E+03   0.758500E+01   0.580840E-01  -0.984081E+01
  1801   0.342023E+03   0.759267E+01   0.580252E-01  -0.965620E+01
  1802   0.341029E+03   0.760148E+01   0.579661E-01  -0.947444E+01
  1803   0.340026E+03   0.761140E+01   0.579067E-01  -0.929560E+01
  1804   0.339016E+03   0.762243E+01   0.578471E-01  -0.911973E+01
  1805   0.337998E+03   0.763454E+01   0.577872E-01  -0.894686E+01
  1806   0.336973E+03   0.764771E+01   0.577271E-01  -0.877707E+01
  1807   0.335939E+03   0.766192E+01   0.576668E-01  -0.861039E+01
  1808   0.334899E+03   0.767717E+01   0.576061E-01  -0.844687E+01
  1809   0.333852E+03   0.769342E+01   0.575453E-01  -0.828657E+01
  1810   0.332799E+03   0.771066E+01   0.574842E-01  -0.812954E+01
  1811   0.331738E+03   0.772887E+01   0.574228E-01  -0.797582E+01
  1812   0.330672E+03   0.774802E+01   0.573612E-01  -0.782543E+01
  1813   0.329599E+03   0.776811E+01   0.572994E-01  -0.767843E+01
  1814   0.328521E+03   0.778911E+01   0.572374E-01  -0.753486E+01
  1815   0.327437E+03   0.781100E+01   0.571752E-01  -0.739475E+01
  1816   0.326349E+03   0.783376E+01   0.571127E-01  -0.725813E+01
  1817   0.325256E+03   0.785736E+01   0.570500E-01  -0.712505E+01
  1818   0.324159E+03   0.788180E+01   0.569871E-01  -0.699554E+01
  1819   0.323057E+03   0.790704E+01   0.569240E-01  -0.686963E+01
  1820   0.321951E+03   0.793307E+01   0.568607E-01  -0.674733E+01
  1821   0.320842E+03   0.795982E+01   0.567972E-01  -0.662869E+01
  1822   0.319729E+03   0.798738E+01   0.567335E-01  -0.651373E+01
  1823   0.318613E+03   0.801564E+01   0.566696E-01  -0.640249E+01
  1824   0.317493E+03   0.804456E+01   0.566056E-01  -0.629498E+01
  1825   0.316372E+03   0.807413E+01   0.565413E-01  -0.619122E+01
  1826   0.315247E+03   0.810445E+01   0.564769E-01  -0.609124E+01
  1827   0.314120E+03   0.813531E+01   0.564123E-01  -0.599502E+01
  1828   0.312992E+03   0.816678E+01   0.563475E-01  -0.590258E+01
  1829   0.311863E+03   0.819889E+01   0.562826E-01  -0.581395E+01
  1830   0.310731E+03   0.823156E+01   0.562176E-01  -0.572913E+01
  1831   0.309600E+03   0.826474E+01   0.561523E-01  -0.564814E+01
