#    L    TT             EE             BB             TE             PP             TP             EP          
  2398   0.991603E+02   0.237050E+01   0.000000E+00  -0.563355E+01   0.886176E-09   0.953917E-07   0.392628E-08
  2399   0.989670E+02   0.235535E+01   0.000000E+00  -0.555593E+01   0.885210E-09   0.939853E-07   0.370100E-08
  2400   0.987694E+02   0.234067E+01   0.000000E+00  -0.547841E+01   0.884246E-09   0.928293E-07   0.346935E-08
  2401   0.985676E+02   0.232646E+01   0.000000E+00  -0.540102E+01   0.883282E-09   0.919317E-07   0.323106E-08
  2402   0.983630E+02   0.231272E+01   0.000000E+00  -0.532377E+01   0.882320E-09   0.912863E-07   0.298628E-08
  2403   0.981534E+02   0.229945E+01   0.000000E+00  -0.524671E+01   0.881359E-09   0.908838E-07   0.273526E-08
  2404   0.979410E+02   0.228665E+01   0.000000E+00  -0.516985E+01   0.880399E-09   0.907148E-07   0.247827E-08
  2405   0.977244E+02   0.227433E+01   0.000000E+00  -0.509324E+01   0.879441E-09   0.907699E-07   0.221557E-08
  2406   0.975043E+02   0.226247E+01   0.000000E+00  -0.501689E+01   0.878484E-09   0.910396E-07   0.194742E-08
  2407   0.972806E+02   0.225109E+01   0.000000E+00  -0.494084E+01   0.877527E-09   0.915146E-07   0.167407E-08
  2408   0.970527E+02   0.224016E+01   0.000000E+00  -0.486510E+01   0.876572E-09   0.921854E-07   0.139578E-08
  2409   0.968219E+02   0.222971E+01   0.000000E+00  -0.478971E+01   0.875618E-09   0.930426E-07   0.111282E-08
  2410   0.965869E+02   0.221973E+01   0.000000E+00  -0.471469E+01   0.874666E-09   0.940769E-07   0.825442E-09
  2411   0.963490E+02   0.221020E+01   0.000000E+00  -0.464007E+01   0.873714E-09   0.952788E-07   0.533909E-09
  2412   0.961069E+02   0.220114E+01   0.000000E+00  -0.456587E+01   0.872764E-09   0.966390E-07   0.238480E-09
  2413   0.958619E+02   0.219254E+01   0.000000E+00  -0.449212E+01   0.871815E-09   0.981479E-07  -0.605850E-10
  2414   0.956134E+02   0.218440E+01   0.000000E+00  -0.441885E+01   0.870867E-09   0.997962E-07  -0.363028E-09
  2415   0.953613E+02   0.217671E+01   0.000000E+00  -0.434608E+01   0.869920E-09   0.101575E-06  -0.668587E-09
  2416   0.951064E+02   0.216948E+01   0.000000E+00  -0.427383E+01   0.868974E-09   0.103473E-06  -0.977005E-09
  2417   0.948479E+02   0.216271E+01   0.000000E+00  -0.420213E+01   0.868030E-09   0.105484E-06  -0.128802E-08
  2418   0.945865E+02   0.215638E+01   0.000000E+00  -0.413102E+01   0.867087E-09   0.107595E-06  -0.160137E-08
  2419   0.943216E+02   0.215051E+01   0.000000E+00  -0.406050E+01   0.866145E-09   0.109800E-06  -0.191681E-08
  2420   0.940545E+02   0.214507E+01   0.000000E+00  -0.399061E+01   0.865204E-09   0.112087E-06  -0.223406E-08
  2421   0.937839E+02   0.214008E+01   0.000000E+00  -0.392136E+01   0.864264E-09   0.114448E-06  -0.255287E-08
  2422   0.935103E+02   0.213552E+01   0.000000E+00  -0.385278E+01   0.863325E-09   0.116873E-06  -0.287298E-08
  2423   0.932347E+02   0.213140E+01   0.000000E+00  -0.378489E+01   0.862388E-09   0.119352E-06  -0.319413E-08
  2424   0.929554E+02   0.212770E+01   0.000000E+00  -0.371771E+01   0.861452E-09   0.121877E-06  -0.351607E-08
  2425   0.926740E+02   0.212445E+01   0.000000E+00  -0.365126E+01   0.860516E-09   0.124438E-06  -0.383852E-08
  2426   0.923897E+02   0.212160E+01   0.000000E+00  -0.358556E+01   0.859582E-09   0.127026E-06  -0.416123E-08
  2427   0.921025E+02   0.211918E+01   0.000000E+00  -0.352063E+01   0.858649E-09   0.129630E-06  -0.448395E-08
  2428   0.918131E+02   0.211717E+01   0.000000E+00  -0.345649E+01   0.857718E-09   0.132243E-06  -0.480641E-08
  2429   0.915216E+02   0.211558E+01   0.000000E+00  -0.339317E+01   0.856787E-09   0.134853E-06  -0.512835E-08
  2430   0.912272E+02   0.211439E+01   0.000000E+00  -0.333066E+01   0.855858E-09   0.137453E-06  -0.544951E-08
  2431   0.909306E+02   0.211360E+01   0.000000E+00  -0.326901E+01   0.854930E-09   0.140032E-06  -0.576964E-08
  2432   0.906319E+02   0.211322E+01   0.000000E+00  -0.320823E+01   0.854002E-09   0.142581E-06  -0.608846E-08
  2433   0.903309E+02   0.211322E+01   0.000000E+00  -0.314833E+01   0.853077E-09   0.145090E-06  -0.640574E-08
  2434   0.900285E+02   0.211361E+01   0.000000E+00  -0.308932E+01   0.852152E-09   0.147551E-06  -0.672120E-08
  2435   0.897232E+02   0.211439E+01   0.000000E+00  -0.303123E+01   0.851228E-09   0.149954E-06  -0.703458E-08
  2436   0.894164E+02   0.211554E+01   0.000000E+00  -0.297408E+01   0.850305E-09   0.152289E-06  -0.734563E-08
  2437   0.891074E+02   0.211706E+01   0.000000E+00  -0.291787E+01   0.849384E-09   0.154548E-06  -0.765408E-08
  2438   0.887970E+02   0.211895E+01   0.000000E+00  -0.286262E+01   0.848464E-09   0.156720E-06  -0.795967E-08
  2439   0.884843E+02   0.212120E+01   0.000000E+00  -0.280835E+01   0.847544E-09   0.158796E-06  -0.826216E-08
  2440   0.881702E+02   0.212381E+01   0.000000E+00  -0.275507E+01   0.846626E-09   0.160767E-06  -0.856127E-08
  2441   0.878546E+02   0.212677E+01   0.000000E+00  -0.270279E+01   0.845710E-09   0.162623E-06  -0.885675E-08
  2442   0.875375E+02   0.213007E+01   0.000000E+00  -0.265153E+01   0.844794E-09   0.164356E-06  -0.914833E-08
  2443   0.872182E+02   0.213371E+01   0.000000E+00  -0.260130E+01   0.843879E-09   0.165955E-06  -0.943576E-08
  2444   0.868981E+02   0.213768E+01   0.000000E+00  -0.255210E+01   0.842965E-09   0.167411E-06  -0.971878E-08
  2445   0.865772E+02   0.214198E+01   0.000000E+00  -0.250396E+01   0.842053E-09   0.168715E-06  -0.999713E-08
  2446   0.862541E+02   0.214660E+01   0.000000E+00  -0.245688E+01   0.841142E-09   0.169858E-06  -0.102705E-07
  2447   0.859310E+02   0.215154E+01   0.000000E+00  -0.241088E+01   0.840232E-09   0.170829E-06  -0.105388E-07
  2448   0.856064E+02   0.215678E+01   0.000000E+00  -0.236595E+01   0.839323E-09   0.171620E-06  -0.108015E-07
  2449   0.852802E+02   0.216232E+01   0.000000E+00  -0.232213E+01   0.838415E-09   0.172221E-06  -0.110586E-07
  2450   0.849540E+02   0.216816E+01   0.000000E+00  -0.227940E+01   0.837508E-09   0.172623E-06  -0.113097E-07
  2451   0.846263E+02   0.217429E+01   0.000000E+00  -0.223778E+01   0.836602E-09   0.172819E-06  -0.115546E-07
  2452   0.842985E+02   0.218069E+01   0.000000E+00  -0.219727E+01   0.835697E-09   0.172812E-06  -0.117933E-07
  2453   0.839691E+02   0.218737E+01   0.000000E+00  -0.215790E+01   0.834794E-09   0.172609E-06  -0.120259E-07
  2454   0.836398E+02   0.219432E+01   0.000000E+00  -0.211967E+01   0.833891E-09   0.172216E-06  -0.122525E-07
  2455   0.833096E+02   0.220153E+01   0.000000E+00  -0.208258E+01   0.832990E-09   0.171639E-06  -0.124730E-07
  2456   0.829793E+02   0.220900E+01   0.000000E+00  -0.204664E+01   0.832090E-09   0.170883E-06  -0.126875E-07
  2457   0.826490E+02   0.221671E+01   0.000000E+00  -0.201186E+01   0.831191E-09   0.169956E-06  -0.128960E-07
  2458   0.823178E+02   0.222465E+01   0.000000E+00  -0.197824E+01   0.830293E-09   0.168863E-06  -0.130987E-07
  2459   0.819859E+02   0.223284E+01   0.000000E+00  -0.194580E+01   0.829396E-09   0.167610E-06  -0.132955E-07
  2460   0.816546E+02   0.224124E+01   0.000000E+00  -0.191452E+01   0.828500E-09   0.166204E-06  -0.134866E-07
  2461   0.813232E+02   0.224987E+01   0.000000E+00  -0.188443E+01   0.827605E-09   0.164650E-06  -0.136719E-07
  2462   0.809910E+02   0.225870E+01   0.000000E+00  -0.185552E+01   0.826711E-09   0.162955E-06  -0.138515E-07
  2463   0.806601E+02   0.226774E+01   0.000000E+00  -0.182780E+01   0.825819E-09   0.161125E-06  -0.140255E-07
  2464   0.803285E+02   0.227698E+01   0.000000E+00  -0.180126E+01   0.824927E-09   0.159166E-06  -0.141939E-07
  2465   0.799975E+02   0.228640E+01   0.000000E+00  -0.177592E+01   0.824037E-09   0.157084E-06  -0.143567E-07
  2466   0.796664E+02   0.229601E+01   0.000000E+00  -0.175177E+01   0.823148E-09   0.154886E-06  -0.145140E-07
  2467   0.793359E+02   0.230579E+01   0.000000E+00  -0.172881E+01   0.822259E-09   0.152576E-06  -0.146659E-07
  2468   0.790061E+02   0.231574E+01   0.000000E+00  -0.170704E+01   0.821372E-09   0.150163E-06  -0.148124E-07
  2469   0.786769E+02   0.232585E+01   0.000000E+00  -0.168647E+01   0.820486E-09   0.147650E-06  -0.149536E-07
  2470   0.783475E+02   0.233611E+01   0.000000E+00  -0.166710E+01   0.819601E-09   0.145046E-06  -0.150894E-07
  2471   0.780196E+02   0.234651E+01   0.000000E+00  -0.164891E+01   0.818717E-09   0.142356E-06  -0.152200E-07
  2472   0.776923E+02   0.235705E+01   0.000000E+00  -0.163191E+01   0.817834E-09   0.139585E-06  -0.153454E-07
  2473   0.773655E+02   0.236773E+01   0.000000E+00  -0.161610E+01   0.816952E-09   0.136741E-06  -0.154656E-07
  2474   0.770394E+02   0.237851E+01   0.000000E+00  -0.160148E+01   0.816072E-09   0.133829E-06  -0.155807E-07
  2475   0.767147E+02   0.238942E+01   0.000000E+00  -0.158805E+01   0.815192E-09   0.130855E-06  -0.156908E-07
  2476   0.763906E+02   0.240044E+01   0.000000E+00  -0.157580E+01   0.814314E-09   0.127826E-06  -0.157959E-07
  2477   0.760678E+02   0.241155E+01   0.000000E+00  -0.156472E+01   0.813436E-09   0.124747E-06  -0.158960E-07
  2478   0.757463E+02   0.242275E+01   0.000000E+00  -0.155482E+01   0.812559E-09   0.121625E-06  -0.159912E-07
  2479   0.754262E+02   0.243404E+01   0.000000E+00  -0.154607E+01   0.811684E-09   0.118467E-06  -0.160815E-07
  2480   0.751067E+02   0.244541E+01   0.000000E+00  -0.153849E+01   0.810810E-09   0.115277E-06  -0.161671E-07
  2481   0.747892E+02   0.245685E+01   0.000000E+00  -0.153205E+01   0.809936E-09   0.112062E-06  -0.162478E-07
  2482   0.744731E+02   0.246835E+01   0.000000E+00  -0.152676E+01   0.809064E-09   0.108829E-06  -0.163239E-07
  2483   0.741583E+02   0.247992E+01   0.000000E+00  -0.152262E+01   0.808193E-09   0.105582E-06  -0.163953E-07
  2484   0.738449E+02   0.249153E+01   0.000000E+00  -0.151960E+01   0.807323E-09   0.102330E-06  -0.164620E-07
  2485   0.735335E+02   0.250318E+01   0.000000E+00  -0.151770E+01   0.806454E-09   0.990771E-07  -0.165243E-07
  2486   0.732241E+02   0.251487E+01   0.000000E+00  -0.151693E+01   0.805586E-09   0.958300E-07  -0.165819E-07
  2487   0.729161E+02   0.252658E+01   0.000000E+00  -0.151725E+01   0.804719E-09   0.925948E-07  -0.166352E-07
  2488   0.726101E+02   0.253832E+01   0.000000E+00  -0.151869E+01   0.803853E-09   0.893777E-07  -0.166840E-07
  2489   0.723054E+02   0.255007E+01   0.000000E+00  -0.152121E+01   0.802988E-09   0.861847E-07  -0.167284E-07
  2490   0.720028E+02   0.256182E+01   0.000000E+00  -0.152482E+01   0.802124E-09   0.830220E-07  -0.167685E-07
  2491   0.717029E+02   0.257357E+01   0.000000E+00  -0.152950E+01   0.801261E-09   0.798957E-07  -0.168043E-07
  2492   0.714043E+02   0.258531E+01   0.000000E+00  -0.153523E+01   0.800399E-09   0.768119E-07  -0.168359E-07
  2493   0.711078E+02   0.259704E+01   0.000000E+00  -0.154202E+01   0.799539E-09   0.737768E-07  -0.168634E-07
  2494   0.708137E+02   0.260875E+01   0.000000E+00  -0.154984E+01   0.798679E-09   0.707965E-07  -0.168867E-07
  2495   0.705217E+02   0.262043E+01   0.000000E+00  -0.155869E+01   0.797820E-09   0.678772E-07  -0.169059E-07
  2496   0.702319E+02   0.263208E+01   0.000000E+00  -0.156856E+01   0.796963E-09   0.650248E-07  -0.169211E-07
  2497   0.699445E+02   0.264368E+01   0.000000E+00  -0.157942E+01   0.796106E-09   0.622456E-07  -0.169323E-07
  2498   0.696594E+02   0.265524E+01   0.000000E+00  -0.159127E+01   0.795250E-09   0.595457E-07  -0.169396E-07
  2499   0.693766E+02   0.266674E+01   0.000000E+00  -0.160410E+01   0.794396E-09   0.569313E-07  -0.169430E-07
  2500   0.690963E+02   0.267818E+01   0.000000E+00  -0.161790E+01   0.793542E-09   0.544084E-07  -0.169426E-07
  2501   0.688184E+02   0.268954E+01   0.000000E+00  -0.163264E+01   0.792690E-09   0.519822E-07  -0.169384E-07
  2502   0.685431E+02   0.270083E+01   0.000000E+00  -0.164832E+01   0.791838E-09   0.496543E-07  -0.169306E-07
  2503   0.682703E+02   0.271203E+01   0.000000E+00  -0.166493E+01   0.790988E-09   0.474252E-07  -0.169193E-07
  2504   0.680000E+02   0.272315E+01   0.000000E+00  -0.168244E+01   0.790138E-09   0.452955E-07  -0.169048E-07
  2505   0.677325E+02   0.273417E+01   0.000000E+00  -0.170085E+01   0.789290E-09   0.432659E-07  -0.168871E-07
  2506   0.674676E+02   0.274508E+01   0.000000E+00  -0.172014E+01   0.788442E-09   0.413368E-07  -0.168666E-07
  2507   0.672054E+02   0.275589E+01   0.000000E+00  -0.174029E+01   0.787596E-09   0.395088E-07  -0.168432E-07
  2508   0.669461E+02   0.276658E+01   0.000000E+00  -0.176129E+01   0.786751E-09   0.377826E-07  -0.168173E-07
  2509   0.666895E+02   0.277716E+01   0.000000E+00  -0.178313E+01   0.785906E-09   0.361587E-07  -0.167889E-07
  2510   0.664358E+02   0.278760E+01   0.000000E+00  -0.180578E+01   0.785063E-09   0.346378E-07  -0.167583E-07
  2511   0.661850E+02   0.279792E+01   0.000000E+00  -0.182923E+01   0.784221E-09   0.332202E-07  -0.167255E-07
  2512   0.659372E+02   0.280809E+01   0.000000E+00  -0.185347E+01   0.783379E-09   0.319068E-07  -0.166909E-07
  2513   0.656922E+02   0.281812E+01   0.000000E+00  -0.187848E+01   0.782539E-09   0.306980E-07  -0.166545E-07
  2514   0.654502E+02   0.282801E+01   0.000000E+00  -0.190424E+01   0.781699E-09   0.295944E-07  -0.166165E-07
  2515   0.652114E+02   0.283774E+01   0.000000E+00  -0.193073E+01   0.780861E-09   0.285966E-07  -0.165771E-07
  2516   0.649755E+02   0.284730E+01   0.000000E+00  -0.195794E+01   0.780024E-09   0.277052E-07  -0.165365E-07
  2517   0.647426E+02   0.285670E+01   0.000000E+00  -0.198585E+01   0.779187E-09   0.269207E-07  -0.164948E-07
  2518   0.645129E+02   0.286593E+01   0.000000E+00  -0.201444E+01   0.778352E-09   0.262438E-07  -0.164522E-07
  2519   0.642862E+02   0.287499E+01   0.000000E+00  -0.204370E+01   0.777518E-09   0.256750E-07  -0.164088E-07
  2520   0.640627E+02   0.288386E+01   0.000000E+00  -0.207361E+01   0.776684E-09   0.252149E-07  -0.163649E-07
  2521   0.638423E+02   0.289254E+01   0.000000E+00  -0.210414E+01   0.775852E-09   0.248641E-07  -0.163206E-07
  2522   0.636252E+02   0.290104E+01   0.000000E+00  -0.213529E+01   0.775020E-09   0.246232E-07  -0.162760E-07
  2523   0.634111E+02   0.290934E+01   0.000000E+00  -0.216703E+01   0.774190E-09   0.244927E-07  -0.162314E-07
  2524   0.632003E+02   0.291745E+01   0.000000E+00  -0.219934E+01   0.773361E-09   0.244732E-07  -0.161869E-07
  2525   0.629928E+02   0.292535E+01   0.000000E+00  -0.223220E+01   0.772532E-09   0.245653E-07  -0.161427E-07
  2526   0.627885E+02   0.293303E+01   0.000000E+00  -0.226559E+01   0.771705E-09   0.247696E-07  -0.160989E-07
  2527   0.625873E+02   0.294052E+01   0.000000E+00  -0.229949E+01   0.770878E-09   0.250867E-07  -0.160558E-07
  2528   0.623896E+02   0.294778E+01   0.000000E+00  -0.233390E+01   0.770053E-09   0.255171E-07  -0.160134E-07
  2529   0.621951E+02   0.295483E+01   0.000000E+00  -0.236877E+01   0.769228E-09   0.260614E-07  -0.159720E-07
  2530   0.620038E+02   0.296166E+01   0.000000E+00  -0.240411E+01   0.768405E-09   0.267203E-07  -0.159317E-07
  2531   0.618159E+02   0.296826E+01   0.000000E+00  -0.243988E+01   0.767582E-09   0.274942E-07  -0.158927E-07
  2532   0.616312E+02   0.297463E+01   0.000000E+00  -0.247606E+01   0.766761E-09   0.283838E-07  -0.158552E-07
  2533   0.614499E+02   0.298077E+01   0.000000E+00  -0.251264E+01   0.765940E-09   0.293897E-07  -0.158193E-07
  2534   0.612719E+02   0.298667E+01   0.000000E+00  -0.254959E+01   0.765120E-09   0.305123E-07  -0.157852E-07
  2535   0.610971E+02   0.299233E+01   0.000000E+00  -0.258691E+01   0.764302E-09   0.317524E-07  -0.157531E-07
  2536   0.609257E+02   0.299774E+01   0.000000E+00  -0.262456E+01   0.763484E-09   0.331105E-07  -0.157232E-07
  2537   0.607576E+02   0.300291E+01   0.000000E+00  -0.266253E+01   0.762667E-09   0.345871E-07  -0.156955E-07
  2538   0.605927E+02   0.300782E+01   0.000000E+00  -0.270080E+01   0.761852E-09   0.361829E-07  -0.156703E-07
  2539   0.604311E+02   0.301249E+01   0.000000E+00  -0.273935E+01   0.761037E-09   0.378984E-07  -0.156478E-07
  2540   0.602728E+02   0.301689E+01   0.000000E+00  -0.277815E+01   0.760223E-09   0.397343E-07  -0.156281E-07
  2541   0.601178E+02   0.302104E+01   0.000000E+00  -0.281719E+01   0.759410E-09   0.416910E-07  -0.156114E-07
  2542   0.599661E+02   0.302493E+01   0.000000E+00  -0.285645E+01   0.758598E-09   0.437692E-07  -0.155978E-07
  2543   0.598177E+02   0.302856E+01   0.000000E+00  -0.289591E+01   0.757787E-09   0.459694E-07  -0.155876E-07
  2544   0.596725E+02   0.303193E+01   0.000000E+00  -0.293555E+01   0.756977E-09   0.482923E-07  -0.155809E-07
  2545   0.595306E+02   0.303505E+01   0.000000E+00  -0.297534E+01   0.756168E-09   0.507384E-07  -0.155778E-07
  2546   0.593920E+02   0.303789E+01   0.000000E+00  -0.301527E+01   0.755360E-09   0.533082E-07  -0.155786E-07
  2547   0.592566E+02   0.304047E+01   0.000000E+00  -0.305532E+01   0.754553E-09   0.560025E-07  -0.155833E-07
  2548   0.591243E+02   0.304278E+01   0.000000E+00  -0.309547E+01   0.753747E-09   0.588217E-07  -0.155923E-07
  2549   0.589953E+02   0.304483E+01   0.000000E+00  -0.313570E+01   0.752942E-09   0.617664E-07  -0.156056E-07
  2550   0.588695E+02   0.304660E+01   0.000000E+00  -0.317598E+01   0.752138E-09   0.648373E-07  -0.156234E-07
  2551   0.587468E+02   0.304810E+01   0.000000E+00  -0.321631E+01   0.751334E-09   0.680339E-07  -0.156458E-07
  2552   0.586273E+02   0.304932E+01   0.000000E+00  -0.325665E+01   0.750532E-09   0.713524E-07  -0.156728E-07
  2553   0.585109E+02   0.305026E+01   0.000000E+00  -0.329700E+01   0.749731E-09   0.747880E-07  -0.157041E-07
  2554   0.583975E+02   0.305093E+01   0.000000E+00  -0.333732E+01   0.748930E-09   0.783358E-07  -0.157396E-07
  2555   0.582873E+02   0.305131E+01   0.000000E+00  -0.337760E+01   0.748130E-09   0.819910E-07  -0.157791E-07
  2556   0.581800E+02   0.305141E+01   0.000000E+00  -0.341783E+01   0.747332E-09   0.857487E-07  -0.158224E-07
  2557   0.580759E+02   0.305124E+01   0.000000E+00  -0.345798E+01   0.746534E-09   0.896043E-07  -0.158695E-07
  2558   0.579747E+02   0.305078E+01   0.000000E+00  -0.349802E+01   0.745738E-09   0.935527E-07  -0.159200E-07
  2559   0.578765E+02   0.305005E+01   0.000000E+00  -0.353796E+01   0.744942E-09   0.975892E-07  -0.159740E-07
  2560   0.577814E+02   0.304903E+01   0.000000E+00  -0.357776E+01   0.744147E-09   0.101709E-06  -0.160311E-07
  2561   0.576891E+02   0.304773E+01   0.000000E+00  -0.361740E+01   0.743353E-09   0.105907E-06  -0.160913E-07
  2562   0.575997E+02   0.304614E+01   0.000000E+00  -0.365688E+01   0.742560E-09   0.110179E-06  -0.161543E-07
  2563   0.575132E+02   0.304427E+01   0.000000E+00  -0.369616E+01   0.741768E-09   0.114520E-06  -0.162200E-07
  2564   0.574296E+02   0.304211E+01   0.000000E+00  -0.373523E+01   0.740977E-09   0.118925E-06  -0.162882E-07
  2565   0.573487E+02   0.303967E+01   0.000000E+00  -0.377407E+01   0.740187E-09   0.123388E-06  -0.163589E-07
  2566   0.572706E+02   0.303694E+01   0.000000E+00  -0.381267E+01   0.739397E-09   0.127907E-06  -0.164317E-07
  2567   0.571952E+02   0.303393E+01   0.000000E+00  -0.385100E+01   0.738609E-09   0.132474E-06  -0.165065E-07
  2568   0.571225E+02   0.303064E+01   0.000000E+00  -0.388905E+01   0.737822E-09   0.137087E-06  -0.165833E-07
  2569   0.570526E+02   0.302706E+01   0.000000E+00  -0.392681E+01   0.737035E-09   0.141739E-06  -0.166617E-07
  2570   0.569852E+02   0.302321E+01   0.000000E+00  -0.396426E+01   0.736250E-09   0.146426E-06  -0.167416E-07
