#    L    TT             EE             BB             TE             PP             TP             EP          
   863   0.226606E+04   0.135988E+02   0.000000E+00   0.216771E+02   0.768371E-08   0.827087E-05   0.796379E-07
   864   0.225701E+04   0.137708E+02   0.000000E+00   0.232050E+02   0.766798E-08   0.822502E-05   0.888243E-07
   865   0.224781E+04   0.139484E+02   0.000000E+00   0.247098E+02   0.765230E-08   0.817898E-05   0.979752E-07
   866   0.223849E+04   0.141312E+02   0.000000E+00   0.261911E+02   0.763666E-08   0.813278E-05   0.107089E-06
   867   0.222902E+04   0.143194E+02   0.000000E+00   0.276489E+02   0.762106E-08   0.808640E-05   0.116166E-06
   868   0.221941E+04   0.145127E+02   0.000000E+00   0.290828E+02   0.760550E-08   0.803986E-05   0.125203E-06
   869   0.220968E+04   0.147111E+02   0.000000E+00   0.304929E+02   0.758999E-08   0.799315E-05   0.134199E-06
   870   0.219980E+04   0.149146E+02   0.000000E+00   0.318790E+02   0.757452E-08   0.794628E-05   0.143153E-06
   871   0.218980E+04   0.151229E+02   0.000000E+00   0.332408E+02   0.755910E-08   0.789925E-05   0.152065E-06
   872   0.217968E+04   0.153360E+02   0.000000E+00   0.345782E+02   0.754371E-08   0.785207E-05   0.160932E-06
   873   0.216942E+04   0.155538E+02   0.000000E+00   0.358907E+02   0.752837E-08   0.780473E-05   0.169753E-06
   874   0.215906E+04   0.157762E+02   0.000000E+00   0.371778E+02   0.751308E-08   0.775725E-05   0.178527E-06
   875   0.214857E+04   0.160032E+02   0.000000E+00   0.384388E+02   0.749782E-08   0.770962E-05   0.187253E-06
   876   0.213798E+04   0.162345E+02   0.000000E+00   0.396733E+02   0.748261E-08   0.766185E-05   0.195930E-06
   877   0.212728E+04   0.164700E+02   0.000000E+00   0.408805E+02   0.746743E-08   0.761394E-05   0.204555E-06
   878   0.211649E+04   0.167097E+02   0.000000E+00   0.420602E+02   0.745230E-08   0.756589E-05   0.213129E-06
   879   0.210560E+04   0.169534E+02   0.000000E+00   0.432116E+02   0.743722E-08   0.751771E-05   0.221649E-06
   880   0.209463E+04   0.172011E+02   0.000000E+00   0.443343E+02   0.742217E-08   0.746940E-05   0.230114E-06
   881   0.208356E+04   0.174527E+02   0.000000E+00   0.454278E+02   0.740716E-08   0.742096E-05   0.238524E-06
   882   0.207241E+04   0.177081E+02   0.000000E+00   0.464917E+02   0.739220E-08   0.737239E-05   0.246876E-06
   883   0.206117E+04   0.179672E+02   0.000000E+00   0.475254E+02   0.737728E-08   0.732371E-05   0.255170E-06
   884   0.204985E+04   0.182300E+02   0.000000E+00   0.485285E+02   0.736239E-08   0.727490E-05   0.263404E-06
   885   0.203845E+04   0.184964E+02   0.000000E+00   0.495004E+02   0.734755E-08   0.722598E-05   0.271577E-06
   886   0.202697E+04   0.187663E+02   0.000000E+00   0.504408E+02   0.733275E-08   0.717695E-05   0.279687E-06
   887   0.201541E+04   0.190396E+02   0.000000E+00   0.513496E+02   0.731799E-08   0.712781E-05   0.287734E-06
   888   0.200378E+04   0.193162E+02   0.000000E+00   0.522266E+02   0.730327E-08   0.707857E-05   0.295716E-06
   889   0.199207E+04   0.195959E+02   0.000000E+00   0.530720E+02   0.728859E-08   0.702922E-05   0.303631E-06
   890   0.198030E+04   0.198787E+02   0.000000E+00   0.538855E+02   0.727394E-08   0.697977E-05   0.311479E-06
   891   0.196847E+04   0.201644E+02   0.000000E+00   0.546673E+02   0.725934E-08   0.693022E-05   0.319259E-06
   892   0.195658E+04   0.204529E+02   0.000000E+00   0.554171E+02   0.724478E-08   0.688058E-05   0.326968E-06
   893   0.194463E+04   0.207442E+02   0.000000E+00   0.561351E+02   0.723026E-08   0.683085E-05   0.334606E-06
   894   0.193264E+04   0.210379E+02   0.000000E+00   0.568210E+02   0.721577E-08   0.678104E-05   0.342171E-06
   895   0.192059E+04   0.213341E+02   0.000000E+00   0.574747E+02   0.720133E-08   0.673113E-05   0.349663E-06
   896   0.190850E+04   0.216326E+02   0.000000E+00   0.580962E+02   0.718692E-08   0.668115E-05   0.357079E-06
   897   0.189636E+04   0.219332E+02   0.000000E+00   0.586852E+02   0.717255E-08   0.663109E-05   0.364419E-06
   898   0.188419E+04   0.222358E+02   0.000000E+00   0.592416E+02   0.715822E-08   0.658095E-05   0.371681E-06
   899   0.187199E+04   0.225402E+02   0.000000E+00   0.597654E+02   0.714393E-08   0.653074E-05   0.378864E-06
   900   0.185976E+04   0.228464E+02   0.000000E+00   0.602563E+02   0.712968E-08   0.648046E-05   0.385966E-06
   901   0.184750E+04   0.231542E+02   0.000000E+00   0.607142E+02   0.711547E-08   0.643012E-05   0.392987E-06
   902   0.183522E+04   0.234634E+02   0.000000E+00   0.611392E+02   0.710129E-08   0.637971E-05   0.399927E-06
   903   0.182293E+04   0.237740E+02   0.000000E+00   0.615309E+02   0.708715E-08   0.632925E-05   0.406785E-06
   904   0.181062E+04   0.240858E+02   0.000000E+00   0.618894E+02   0.707305E-08   0.627873E-05   0.413561E-06
   905   0.179831E+04   0.243987E+02   0.000000E+00   0.622144E+02   0.705899E-08   0.622817E-05   0.420256E-06
   906   0.178598E+04   0.247127E+02   0.000000E+00   0.625058E+02   0.704496E-08   0.617757E-05   0.426869E-06
   907   0.177367E+04   0.250274E+02   0.000000E+00   0.627635E+02   0.703097E-08   0.612693E-05   0.433400E-06
   908   0.176135E+04   0.253429E+02   0.000000E+00   0.629877E+02   0.701702E-08   0.607626E-05   0.439849E-06
   909   0.174903E+04   0.256591E+02   0.000000E+00   0.631781E+02   0.700310E-08   0.602556E-05   0.446217E-06
   910   0.173672E+04   0.259758E+02   0.000000E+00   0.633350E+02   0.698923E-08   0.597483E-05   0.452502E-06
   911   0.172443E+04   0.262928E+02   0.000000E+00   0.634584E+02   0.697539E-08   0.592409E-05   0.458706E-06
   912   0.171216E+04   0.266102E+02   0.000000E+00   0.635483E+02   0.696158E-08   0.587333E-05   0.464828E-06
   913   0.169990E+04   0.269277E+02   0.000000E+00   0.636048E+02   0.694782E-08   0.582257E-05   0.470868E-06
   914   0.168767E+04   0.272453E+02   0.000000E+00   0.636279E+02   0.693408E-08   0.577180E-05   0.476826E-06
   915   0.167546E+04   0.275628E+02   0.000000E+00   0.636177E+02   0.692039E-08   0.572104E-05   0.482703E-06
   916   0.166328E+04   0.278801E+02   0.000000E+00   0.635743E+02   0.690673E-08   0.567028E-05   0.488497E-06
   917   0.165113E+04   0.281970E+02   0.000000E+00   0.634978E+02   0.689311E-08   0.561953E-05   0.494209E-06
   918   0.163901E+04   0.285135E+02   0.000000E+00   0.633884E+02   0.687952E-08   0.556879E-05   0.499839E-06
   919   0.162692E+04   0.288294E+02   0.000000E+00   0.632461E+02   0.686597E-08   0.551808E-05   0.505388E-06
   920   0.161489E+04   0.291445E+02   0.000000E+00   0.630711E+02   0.685246E-08   0.546739E-05   0.510854E-06
   921   0.160288E+04   0.294586E+02   0.000000E+00   0.628633E+02   0.683898E-08   0.541673E-05   0.516238E-06
   922   0.159093E+04   0.297718E+02   0.000000E+00   0.626234E+02   0.682553E-08   0.536611E-05   0.521540E-06
   923   0.157903E+04   0.300839E+02   0.000000E+00   0.623513E+02   0.681213E-08   0.531552E-05   0.526760E-06
   924   0.156717E+04   0.303948E+02   0.000000E+00   0.620476E+02   0.679875E-08   0.526498E-05   0.531897E-06
   925   0.155538E+04   0.307042E+02   0.000000E+00   0.617124E+02   0.678542E-08   0.521449E-05   0.536953E-06
   926   0.154364E+04   0.310122E+02   0.000000E+00   0.613462E+02   0.677211E-08   0.516406E-05   0.541926E-06
   927   0.153196E+04   0.313185E+02   0.000000E+00   0.609492E+02   0.675885E-08   0.511368E-05   0.546817E-06
   928   0.152036E+04   0.316232E+02   0.000000E+00   0.605218E+02   0.674561E-08   0.506336E-05   0.551626E-06
   929   0.150883E+04   0.319260E+02   0.000000E+00   0.600642E+02   0.673241E-08   0.501312E-05   0.556352E-06
   930   0.149737E+04   0.322268E+02   0.000000E+00   0.595767E+02   0.671925E-08   0.496294E-05   0.560996E-06
   931   0.148597E+04   0.325255E+02   0.000000E+00   0.590595E+02   0.670612E-08   0.491285E-05   0.565558E-06
   932   0.147467E+04   0.328219E+02   0.000000E+00   0.585129E+02   0.669303E-08   0.486284E-05   0.570037E-06
   933   0.146344E+04   0.331161E+02   0.000000E+00   0.579372E+02   0.667997E-08   0.481291E-05   0.574434E-06
   934   0.145229E+04   0.334077E+02   0.000000E+00   0.573325E+02   0.666694E-08   0.476308E-05   0.578749E-06
   935   0.144124E+04   0.336967E+02   0.000000E+00   0.566991E+02   0.665395E-08   0.471335E-05   0.582981E-06
   936   0.143026E+04   0.339829E+02   0.000000E+00   0.560375E+02   0.664099E-08   0.466371E-05   0.587131E-06
   937   0.141938E+04   0.342662E+02   0.000000E+00   0.553480E+02   0.662806E-08   0.461419E-05   0.591198E-06
   938   0.140859E+04   0.345467E+02   0.000000E+00   0.546308E+02   0.661517E-08   0.456477E-05   0.595183E-06
   939   0.139790E+04   0.348240E+02   0.000000E+00   0.538865E+02   0.660231E-08   0.451547E-05   0.599085E-06
   940   0.138730E+04   0.350980E+02   0.000000E+00   0.531153E+02   0.658949E-08   0.446630E-05   0.602905E-06
   941   0.137681E+04   0.353688E+02   0.000000E+00   0.523176E+02   0.657670E-08   0.441725E-05   0.606642E-06
   942   0.136641E+04   0.356362E+02   0.000000E+00   0.514938E+02   0.656394E-08   0.436833E-05   0.610296E-06
   943   0.135613E+04   0.358999E+02   0.000000E+00   0.506442E+02   0.655121E-08   0.431954E-05   0.613868E-06
   944   0.134595E+04   0.361601E+02   0.000000E+00   0.497695E+02   0.653852E-08   0.427090E-05   0.617357E-06
   945   0.133588E+04   0.364165E+02   0.000000E+00   0.488700E+02   0.652586E-08   0.422240E-05   0.620764E-06
   946   0.132592E+04   0.366691E+02   0.000000E+00   0.479462E+02   0.651323E-08   0.417405E-05   0.624088E-06
   947   0.131608E+04   0.369177E+02   0.000000E+00   0.469985E+02   0.650064E-08   0.412586E-05   0.627329E-06
   948   0.130635E+04   0.371623E+02   0.000000E+00   0.460275E+02   0.648808E-08   0.407782E-05   0.630487E-06
   949   0.129673E+04   0.374028E+02   0.000000E+00   0.450334E+02   0.647555E-08   0.402995E-05   0.633563E-06
   950   0.128725E+04   0.376391E+02   0.000000E+00   0.440170E+02   0.646305E-08   0.398225E-05   0.636555E-06
   951   0.127788E+04   0.378711E+02   0.000000E+00   0.429784E+02   0.645059E-08   0.393473E-05   0.639465E-06
   952   0.126863E+04   0.380986E+02   0.000000E+00   0.419184E+02   0.643815E-08   0.388737E-05   0.642293E-06
   953   0.125951E+04   0.383216E+02   0.000000E+00   0.408372E+02   0.642575E-08   0.384020E-05   0.645038E-06
   954   0.125052E+04   0.385400E+02   0.000000E+00   0.397353E+02   0.641338E-08   0.379321E-05   0.647702E-06
   955   0.124165E+04   0.387537E+02   0.000000E+00   0.386133E+02   0.640105E-08   0.374641E-05   0.650285E-06
   956   0.123292E+04   0.389625E+02   0.000000E+00   0.374716E+02   0.638874E-08   0.369979E-05   0.652787E-06
   957   0.122432E+04   0.391664E+02   0.000000E+00   0.363106E+02   0.637647E-08   0.365335E-05   0.655208E-06
   958   0.121584E+04   0.393655E+02   0.000000E+00   0.351312E+02   0.636422E-08   0.360711E-05   0.657549E-06
   959   0.120751E+04   0.395594E+02   0.000000E+00   0.339340E+02   0.635201E-08   0.356106E-05   0.659810E-06
   960   0.119931E+04   0.397484E+02   0.000000E+00   0.327195E+02   0.633983E-08   0.351521E-05   0.661992E-06
   961   0.119125E+04   0.399322E+02   0.000000E+00   0.314883E+02   0.632768E-08   0.346956E-05   0.664096E-06
   962   0.118333E+04   0.401109E+02   0.000000E+00   0.302411E+02   0.631556E-08   0.342410E-05   0.666120E-06
   963   0.117556E+04   0.402844E+02   0.000000E+00   0.289786E+02   0.630347E-08   0.337885E-05   0.668067E-06
   964   0.116793E+04   0.404525E+02   0.000000E+00   0.277011E+02   0.629142E-08   0.333380E-05   0.669935E-06
   965   0.116044E+04   0.406154E+02   0.000000E+00   0.264094E+02   0.627939E-08   0.328897E-05   0.671727E-06
   966   0.115309E+04   0.407728E+02   0.000000E+00   0.251038E+02   0.626740E-08   0.324434E-05   0.673441E-06
   967   0.114589E+04   0.409246E+02   0.000000E+00   0.237850E+02   0.625543E-08   0.319992E-05   0.675079E-06
   968   0.113884E+04   0.410710E+02   0.000000E+00   0.224535E+02   0.624350E-08   0.315572E-05   0.676641E-06
   969   0.113193E+04   0.412116E+02   0.000000E+00   0.211099E+02   0.623160E-08   0.311173E-05   0.678126E-06
   970   0.112518E+04   0.413465E+02   0.000000E+00   0.197546E+02   0.621972E-08   0.306797E-05   0.679537E-06
   971   0.111857E+04   0.414757E+02   0.000000E+00   0.183883E+02   0.620788E-08   0.302442E-05   0.680872E-06
   972   0.111210E+04   0.415991E+02   0.000000E+00   0.170116E+02   0.619607E-08   0.298110E-05   0.682133E-06
   973   0.110579E+04   0.417166E+02   0.000000E+00   0.156251E+02   0.618428E-08   0.293801E-05   0.683319E-06
   974   0.109964E+04   0.418283E+02   0.000000E+00   0.142294E+02   0.617253E-08   0.289515E-05   0.684432E-06
   975   0.109362E+04   0.419339E+02   0.000000E+00   0.128251E+02   0.616081E-08   0.285251E-05   0.685471E-06
   976   0.108776E+04   0.420338E+02   0.000000E+00   0.114127E+02   0.614912E-08   0.281012E-05   0.686437E-06
   977   0.108206E+04   0.421275E+02   0.000000E+00   0.999308E+01   0.613746E-08   0.276795E-05   0.687330E-06
   978   0.107650E+04   0.422153E+02   0.000000E+00   0.856655E+01   0.612582E-08   0.272603E-05   0.688151E-06
   979   0.107110E+04   0.422971E+02   0.000000E+00   0.713382E+01   0.611422E-08   0.268435E-05   0.688900E-06
   980   0.106585E+04   0.423727E+02   0.000000E+00   0.569543E+01   0.610264E-08   0.264291E-05   0.689578E-06
   981   0.106076E+04   0.424423E+02   0.000000E+00   0.425194E+01   0.609110E-08   0.260171E-05   0.690184E-06
   982   0.105581E+04   0.425058E+02   0.000000E+00   0.280394E+01   0.607958E-08   0.256077E-05   0.690720E-06
   983   0.105101E+04   0.425633E+02   0.000000E+00   0.135199E+01   0.606810E-08   0.252007E-05   0.691185E-06
   984   0.104637E+04   0.426147E+02   0.000000E+00  -0.103347E+00   0.605664E-08   0.247963E-05   0.691581E-06
   985   0.104188E+04   0.426598E+02   0.000000E+00  -0.156154E+01   0.604521E-08   0.243944E-05   0.691906E-06
   986   0.103754E+04   0.426988E+02   0.000000E+00  -0.302209E+01   0.603381E-08   0.239951E-05   0.692163E-06
   987   0.103336E+04   0.427317E+02   0.000000E+00  -0.448447E+01   0.602244E-08   0.235984E-05   0.692351E-06
   988   0.102933E+04   0.427582E+02   0.000000E+00  -0.594820E+01   0.601110E-08   0.232044E-05   0.692470E-06
   989   0.102545E+04   0.427786E+02   0.000000E+00  -0.741274E+01   0.599979E-08   0.228129E-05   0.692521E-06
   990   0.102172E+04   0.427925E+02   0.000000E+00  -0.887754E+01   0.598850E-08   0.224242E-05   0.692505E-06
   991   0.101814E+04   0.428002E+02   0.000000E+00  -0.103422E+02   0.597725E-08   0.220381E-05   0.692422E-06
   992   0.101471E+04   0.428016E+02   0.000000E+00  -0.118060E+02   0.596602E-08   0.216548E-05   0.692271E-06
   993   0.101143E+04   0.427967E+02   0.000000E+00  -0.132683E+02   0.595482E-08   0.212742E-05   0.692054E-06
   994   0.100831E+04   0.427855E+02   0.000000E+00  -0.147285E+02   0.594365E-08   0.208964E-05   0.691772E-06
   995   0.100532E+04   0.427680E+02   0.000000E+00  -0.161860E+02   0.593250E-08   0.205214E-05   0.691423E-06
   996   0.100249E+04   0.427444E+02   0.000000E+00  -0.176402E+02   0.592139E-08   0.201492E-05   0.691009E-06
   997   0.999812E+03   0.427144E+02   0.000000E+00  -0.190905E+02   0.591030E-08   0.197798E-05   0.690530E-06
   998   0.997281E+03   0.426782E+02   0.000000E+00  -0.205361E+02   0.589924E-08   0.194133E-05   0.689987E-06
   999   0.994893E+03   0.426358E+02   0.000000E+00  -0.219764E+02   0.588821E-08   0.190497E-05   0.689380E-06
  1000   0.992655E+03   0.425872E+02   0.000000E+00  -0.234107E+02   0.587720E-08   0.186889E-05   0.688709E-06
  1001   0.990552E+03   0.425323E+02   0.000000E+00  -0.248384E+02   0.586623E-08   0.183312E-05   0.687974E-06
  1002   0.988599E+03   0.424712E+02   0.000000E+00  -0.262587E+02   0.585528E-08   0.179763E-05   0.687177E-06
  1003   0.986781E+03   0.424038E+02   0.000000E+00  -0.276709E+02   0.584436E-08   0.176244E-05   0.686316E-06
  1004   0.985107E+03   0.423302E+02   0.000000E+00  -0.290743E+02   0.583346E-08   0.172755E-05   0.685393E-06
  1005   0.983560E+03   0.422504E+02   0.000000E+00  -0.304682E+02   0.582260E-08   0.169295E-05   0.684408E-06
  1006   0.982157E+03   0.421644E+02   0.000000E+00  -0.318523E+02   0.581176E-08   0.165865E-05   0.683362E-06
  1007   0.980883E+03   0.420725E+02   0.000000E+00  -0.332262E+02   0.580094E-08   0.162465E-05   0.682253E-06
  1008   0.979744E+03   0.419747E+02   0.000000E+00  -0.345897E+02   0.579016E-08   0.159094E-05   0.681083E-06
  1009   0.978741E+03   0.418713E+02   0.000000E+00  -0.359424E+02   0.577940E-08   0.155753E-05   0.679852E-06
  1010   0.977860E+03   0.417624E+02   0.000000E+00  -0.372840E+02   0.576867E-08   0.152442E-05   0.678561E-06
  1011   0.977115E+03   0.416480E+02   0.000000E+00  -0.386141E+02   0.575796E-08   0.149161E-05   0.677208E-06
  1012   0.976492E+03   0.415284E+02   0.000000E+00  -0.399326E+02   0.574728E-08   0.145910E-05   0.675796E-06
  1013   0.975990E+03   0.414035E+02   0.000000E+00  -0.412389E+02   0.573663E-08   0.142689E-05   0.674324E-06
  1014   0.975624E+03   0.412732E+02   0.000000E+00  -0.425326E+02   0.572601E-08   0.139499E-05   0.672792E-06
  1015   0.975373E+03   0.411375E+02   0.000000E+00  -0.438132E+02   0.571541E-08   0.136338E-05   0.671201E-06
  1016   0.975252E+03   0.409963E+02   0.000000E+00  -0.450803E+02   0.570484E-08   0.133208E-05   0.669551E-06
  1017   0.975260E+03   0.408495E+02   0.000000E+00  -0.463334E+02   0.569429E-08   0.130108E-05   0.667842E-06
  1018   0.975383E+03   0.406971E+02   0.000000E+00  -0.475722E+02   0.568377E-08   0.127038E-05   0.666075E-06
  1019   0.975627E+03   0.405390E+02   0.000000E+00  -0.487960E+02   0.567328E-08   0.123999E-05   0.664249E-06
  1020   0.975995E+03   0.403753E+02   0.000000E+00  -0.500042E+02   0.566281E-08   0.120990E-05   0.662366E-06
  1021   0.976477E+03   0.402064E+02   0.000000E+00  -0.511962E+02   0.565237E-08   0.118012E-05   0.660425E-06
  1022   0.977075E+03   0.400321E+02   0.000000E+00  -0.523712E+02   0.564196E-08   0.115065E-05   0.658426E-06
  1023   0.977772E+03   0.398528E+02   0.000000E+00  -0.535285E+02   0.563157E-08   0.112148E-05   0.656371E-06
  1024   0.978586E+03   0.396685E+02   0.000000E+00  -0.546675E+02   0.562121E-08   0.109262E-05   0.654259E-06
  1025   0.979492E+03   0.394795E+02   0.000000E+00  -0.557873E+02   0.561087E-08   0.106407E-05   0.652090E-06
  1026   0.980507E+03   0.392859E+02   0.000000E+00  -0.568875E+02   0.560056E-08   0.103582E-05   0.649866E-06
  1027   0.981614E+03   0.390877E+02   0.000000E+00  -0.579680E+02   0.559027E-08   0.100789E-05   0.647585E-06
  1028   0.982816E+03   0.388850E+02   0.000000E+00  -0.590288E+02   0.558001E-08   0.980264E-06   0.645249E-06
  1029   0.984126E+03   0.386779E+02   0.000000E+00  -0.600700E+02   0.556978E-08   0.952950E-06   0.642857E-06
  1030   0.985522E+03   0.384664E+02   0.000000E+00  -0.610917E+02   0.555957E-08   0.925946E-06   0.640411E-06
  1031   0.987019E+03   0.382505E+02   0.000000E+00  -0.620940E+02   0.554938E-08   0.899255E-06   0.637910E-06
  1032   0.988603E+03   0.380304E+02   0.000000E+00  -0.630769E+02   0.553923E-08   0.872875E-06   0.635354E-06
  1033   0.990288E+03   0.378060E+02   0.000000E+00  -0.640404E+02   0.552909E-08   0.846809E-06   0.632745E-06
  1034   0.992060E+03   0.375775E+02   0.000000E+00  -0.649840E+02   0.551899E-08   0.821055E-06   0.630081E-06
  1035   0.993926E+03   0.373450E+02   0.000000E+00  -0.659070E+02   0.550890E-08   0.795616E-06   0.627364E-06
  1036   0.995872E+03   0.371086E+02   0.000000E+00  -0.668088E+02   0.549885E-08   0.770492E-06   0.624593E-06
  1037   0.997890E+03   0.368686E+02   0.000000E+00  -0.676888E+02   0.548881E-08   0.745683E-06   0.621770E-06
  1038   0.999995E+03   0.366249E+02   0.000000E+00  -0.685464E+02   0.547881E-08   0.721189E-06   0.618894E-06
  1039   0.100217E+04   0.363778E+02   0.000000E+00  -0.693810E+02   0.546882E-08   0.697013E-06   0.615965E-06
  1040   0.100441E+04   0.361273E+02   0.000000E+00  -0.701919E+02   0.545886E-08   0.673153E-06   0.612984E-06
  1041   0.100673E+04   0.358736E+02   0.000000E+00  -0.709791E+02   0.544893E-08   0.649611E-06   0.609952E-06
  1042   0.100911E+04   0.356164E+02   0.000000E+00  -0.717424E+02   0.543902E-08   0.626387E-06   0.606867E-06
  1043   0.101155E+04   0.353561E+02   0.000000E+00  -0.724818E+02   0.542913E-08   0.603482E-06   0.603732E-06
  1044   0.101406E+04   0.350925E+02   0.000000E+00  -0.731976E+02   0.541927E-08   0.580897E-06   0.600546E-06
  1045   0.101663E+04   0.348256E+02   0.000000E+00  -0.738892E+02   0.540944E-08   0.558632E-06   0.597308E-06
  1046   0.101925E+04   0.345555E+02   0.000000E+00  -0.745574E+02   0.539963E-08   0.536687E-06   0.594021E-06
  1047   0.102194E+04   0.342823E+02   0.000000E+00  -0.752014E+02   0.538984E-08   0.515064E-06   0.590683E-06
  1048   0.102468E+04   0.340060E+02   0.000000E+00  -0.758212E+02   0.538007E-08   0.493763E-06   0.587296E-06
  1049   0.102748E+04   0.337270E+02   0.000000E+00  -0.764160E+02   0.537034E-08   0.472784E-06   0.583859E-06
  1050   0.103033E+04   0.334453E+02   0.000000E+00  -0.769875E+02   0.536062E-08   0.452128E-06   0.580373E-06
  1051   0.103322E+04   0.331613E+02   0.000000E+00  -0.775348E+02   0.535093E-08   0.431796E-06   0.576837E-06
  1052   0.103615E+04   0.328750E+02   0.000000E+00  -0.780572E+02   0.534126E-08   0.411787E-06   0.573254E-06
  1053   0.103913E+04   0.325868E+02   0.000000E+00  -0.785547E+02   0.533162E-08   0.392100E-06   0.569623E-06
  1054   0.104215E+04   0.322967E+02   0.000000E+00  -0.790273E+02   0.532200E-08   0.372733E-06   0.565945E-06
  1055   0.104520E+04   0.320050E+02   0.000000E+00  -0.794757E+02   0.531240E-08   0.353687E-06   0.562221E-06
  1056   0.104829E+04   0.317115E+02   0.000000E+00  -0.798991E+02   0.530283E-08   0.334961E-06   0.558451E-06
  1057   0.105141E+04   0.314166E+02   0.000000E+00  -0.802968E+02   0.529328E-08   0.316552E-06   0.554637E-06
  1058   0.105456E+04   0.311202E+02   0.000000E+00  -0.806703E+02   0.528375E-08   0.298461E-06   0.550779E-06
  1059   0.105773E+04   0.308225E+02   0.000000E+00  -0.810181E+02   0.527425E-08   0.280687E-06   0.546877E-06
  1060   0.106093E+04   0.305235E+02   0.000000E+00  -0.813401E+02   0.526477E-08   0.263228E-06   0.542933E-06
  1061   0.106415E+04   0.302234E+02   0.000000E+00  -0.816378E+02   0.525532E-08   0.246085E-06   0.538947E-06
  1062   0.106740E+04   0.299223E+02   0.000000E+00  -0.819091E+02   0.524588E-08   0.229255E-06   0.534920E-06
  1063   0.107066E+04   0.296201E+02   0.000000E+00  -0.821560E+02   0.523647E-08   0.212738E-06   0.530852E-06
  1064   0.107393E+04   0.293172E+02   0.000000E+00  -0.823772E+02   0.522709E-08   0.196534E-06   0.526744E-06
  1065   0.107721E+04   0.290135E+02   0.000000E+00  -0.825726E+02   0.521773E-08   0.180640E-06   0.522598E-06
  1066   0.108051E+04   0.287092E+02   0.000000E+00  -0.827436E+02   0.520838E-08   0.165057E-06   0.518413E-06
  1067   0.108381E+04   0.284044E+02   0.000000E+00  -0.828889E+02   0.519907E-08   0.149784E-06   0.514190E-06
  1068   0.108713E+04   0.280992E+02   0.000000E+00  -0.830090E+02   0.518977E-08   0.134819E-06   0.509930E-06
  1069   0.109044E+04   0.277937E+02   0.000000E+00  -0.831041E+02   0.518050E-08   0.120162E-06   0.505634E-06
  1070   0.109375E+04   0.274880E+02   0.000000E+00  -0.831740E+02   0.517125E-08   0.105812E-06   0.501303E-06
  1071   0.109707E+04   0.271823E+02   0.000000E+00  -0.832188E+02   0.516203E-08   0.917674E-07   0.496936E-06
  1072   0.110038E+04   0.268767E+02   0.000000E+00  -0.832393E+02   0.515282E-08   0.780281E-07   0.492536E-06
  1073   0.110367E+04   0.265714E+02   0.000000E+00  -0.832346E+02   0.514364E-08   0.645929E-07   0.488102E-06
  1074   0.110697E+04   0.262663E+02   0.000000E+00  -0.832054E+02   0.513448E-08   0.514610E-07   0.483635E-06
  1075   0.111025E+04   0.259618E+02   0.000000E+00  -0.831519E+02   0.512535E-08   0.386315E-07   0.479136E-06
  1076   0.111352E+04   0.256579E+02   0.000000E+00  -0.830731E+02   0.511623E-08   0.261034E-07   0.474606E-06
  1077   0.111677E+04   0.253546E+02   0.000000E+00  -0.829707E+02   0.510714E-08   0.138759E-07   0.470046E-06
  1078   0.112001E+04   0.250521E+02   0.000000E+00  -0.828446E+02   0.509807E-08   0.194815E-08   0.465455E-06
  1079   0.112322E+04   0.247506E+02   0.000000E+00  -0.826939E+02   0.508902E-08  -0.968082E-08   0.460835E-06
  1080   0.112642E+04   0.244500E+02   0.000000E+00  -0.825203E+02   0.508000E-08  -0.210119E-07   0.456187E-06
  1081   0.112959E+04   0.241507E+02   0.000000E+00  -0.823222E+02   0.507100E-08  -0.320459E-07   0.451511E-06
  1082   0.113273E+04   0.238526E+02   0.000000E+00  -0.821011E+02   0.506201E-08  -0.427838E-07   0.446808E-06
  1083   0.113584E+04   0.235559E+02   0.000000E+00  -0.818569E+02   0.505306E-08  -0.532264E-07   0.442079E-06
  1084   0.113893E+04   0.232606E+02   0.000000E+00  -0.815897E+02   0.504412E-08  -0.633747E-07   0.437323E-06
  1085   0.114198E+04   0.229670E+02   0.000000E+00  -0.813002E+02   0.503520E-08  -0.732295E-07   0.432543E-06
  1086   0.114500E+04   0.226749E+02   0.000000E+00  -0.809869E+02   0.502631E-08  -0.827918E-07   0.427739E-06
  1087   0.114798E+04   0.223846E+02   0.000000E+00  -0.806519E+02   0.501744E-08  -0.920623E-07   0.422911E-06
  1088   0.115092E+04   0.220962E+02   0.000000E+00  -0.802947E+02   0.500859E-08  -0.101042E-06   0.418060E-06
  1089   0.115382E+04   0.218099E+02   0.000000E+00  -0.799151E+02   0.499976E-08  -0.109732E-06   0.413187E-06
  1090   0.115667E+04   0.215255E+02   0.000000E+00  -0.795138E+02   0.499095E-08  -0.118133E-06   0.408293E-06
  1091   0.115949E+04   0.212433E+02   0.000000E+00  -0.790917E+02   0.498216E-08  -0.126245E-06   0.403378E-06
  1092   0.116225E+04   0.209634E+02   0.000000E+00  -0.786479E+02   0.497340E-08  -0.134071E-06   0.398443E-06
  1093   0.116497E+04   0.206860E+02   0.000000E+00  -0.781840E+02   0.496465E-08  -0.141610E-06   0.393488E-06
  1094   0.116764E+04   0.204110E+02   0.000000E+00  -0.776991E+02   0.495593E-08  -0.148864E-06   0.388515E-06
  1095   0.117025E+04   0.201387E+02   0.000000E+00  -0.771948E+02   0.494723E-08  -0.155833E-06   0.383525E-06
